/SAR_out_analog X,/SAR_out_analog Y,/Vin X,/Vin Y,/out0 X,/out0 Y,/out1 X,/out1 Y,/out2 X,/out2 Y,/out3 X,/out3 Y,/out4 X,/out4 Y
5.916e-07,0.046875,5.916e-07,0.05916000000000101,5.916e-07,1.8,5.916e-07,1.8,5.916e-07,0,5.916e-07,0,5.916e-07,0
5.966999999999999e-07,0.046875,5.966999999999999e-07,0.05967000000000328,5.966999999999999e-07,1.8,5.966999999999999e-07,1.8,5.966999999999999e-07,0,5.966999999999999e-07,0,5.966999999999999e-07,0
6.017999999999999e-07,0.046875,6.017999999999999e-07,0.06018000000000154,6.017999999999999e-07,1.8,6.017999999999999e-07,1.8,6.017999999999999e-07,0,6.017999999999999e-07,0,6.017999999999999e-07,0
6.068999999999999e-07,0.046875,6.068999999999999e-07,0.06069000000000479,6.068999999999999e-07,1.8,6.068999999999999e-07,1.8,6.068999999999999e-07,0,6.068999999999999e-07,0,6.068999999999999e-07,0
6.119999999999998e-07,0.046875,6.119999999999998e-07,0.06120000000000392,6.119999999999998e-07,1.8,6.119999999999998e-07,1.8,6.119999999999998e-07,0,6.119999999999998e-07,0,6.119999999999998e-07,0
6.170999999999998e-07,0.046875,6.170999999999998e-07,0.06171000000000228,6.170999999999998e-07,1.8,6.170999999999998e-07,1.8,6.170999999999998e-07,0,6.170999999999998e-07,0,6.170999999999998e-07,0
6.221999999999997e-07,0.046875,6.221999999999997e-07,0.06222000000000407,6.221999999999997e-07,1.8,6.221999999999997e-07,1.8,6.221999999999997e-07,0,6.221999999999997e-07,0,6.221999999999997e-07,0
6.272999999999997e-07,0.046875,6.272999999999997e-07,0.06273000000000666,6.272999999999997e-07,1.8,6.272999999999997e-07,1.8,6.272999999999997e-07,0,6.272999999999997e-07,0,6.272999999999997e-07,0
6.323999999999997e-07,0.046875,6.323999999999997e-07,0.06324000000000607,6.323999999999997e-07,1.8,6.323999999999997e-07,1.8,6.323999999999997e-07,0,6.323999999999997e-07,0,6.323999999999997e-07,0
6.374999999999996e-07,0.046875,6.374999999999996e-07,0.06375000000000634,6.374999999999996e-07,1.8,6.374999999999996e-07,1.8,6.374999999999996e-07,0,6.374999999999996e-07,0,6.374999999999996e-07,0
6.425999999999996e-07,0.046875,6.425999999999996e-07,0.06426000000000662,6.425999999999996e-07,1.8,6.425999999999996e-07,1.8,6.425999999999996e-07,0,6.425999999999996e-07,0,6.425999999999996e-07,0
6.476999999999995e-07,0.046875,6.476999999999995e-07,0.06477000000000814,6.476999999999995e-07,1.8,6.476999999999995e-07,1.8,6.476999999999995e-07,0,6.476999999999995e-07,0,6.476999999999995e-07,0
6.527999999999995e-07,0.046875,6.527999999999995e-07,0.06528000000000769,6.527999999999995e-07,1.8,6.527999999999995e-07,1.8,6.527999999999995e-07,0,6.527999999999995e-07,0,6.527999999999995e-07,0
6.578999999999995e-07,0.046875,6.578999999999995e-07,0.06579000000000616,6.578999999999995e-07,1.8,6.578999999999995e-07,1.8,6.578999999999995e-07,0,6.578999999999995e-07,0,6.578999999999995e-07,0
6.629999999999994e-07,0.046875,6.629999999999994e-07,0.06630000000000193,6.629999999999994e-07,1.8,6.629999999999994e-07,1.8,6.629999999999994e-07,0,6.629999999999994e-07,0,6.629999999999994e-07,0
6.680999999999994e-07,0.046875,6.680999999999994e-07,0.06681000000000743,6.680999999999994e-07,1.8,6.680999999999994e-07,1.8,6.680999999999994e-07,0,6.680999999999994e-07,0,6.680999999999994e-07,0
6.731999999999993e-07,0.046875,6.731999999999993e-07,0.06732000000000828,6.731999999999993e-07,1.8,6.731999999999993e-07,1.8,6.731999999999993e-07,0,6.731999999999993e-07,0,6.731999999999993e-07,0
6.782999999999993e-07,0.046875,6.782999999999993e-07,0.06783000000000516,6.782999999999993e-07,1.8,6.782999999999993e-07,1.8,6.782999999999993e-07,0,6.782999999999993e-07,0,6.782999999999993e-07,0
6.833999999999993e-07,0.046875,6.833999999999993e-07,0.06834000000000463,6.833999999999993e-07,1.8,6.833999999999993e-07,1.8,6.833999999999993e-07,0,6.833999999999993e-07,0,6.833999999999993e-07,0
6.884999999999992e-07,0.046875,6.884999999999992e-07,0.06885000000000104,6.884999999999992e-07,1.8,6.884999999999992e-07,1.8,6.884999999999992e-07,0,6.884999999999992e-07,0,6.884999999999992e-07,0
6.935999999999992e-07,0.046875,6.935999999999992e-07,0.06936000000000601,6.935999999999992e-07,1.8,6.935999999999992e-07,1.8,6.935999999999992e-07,0,6.935999999999992e-07,0,6.935999999999992e-07,0
6.986999999999991e-07,0.0625,6.986999999999991e-07,0.06987000000000489,6.986999999999991e-07,0,6.986999999999991e-07,0,6.986999999999991e-07,1.8,6.986999999999991e-07,0,6.986999999999991e-07,0
7.037999999999991e-07,0.0625,7.037999999999991e-07,0.07038000000000609,7.037999999999991e-07,0,7.037999999999991e-07,0,7.037999999999991e-07,1.8,7.037999999999991e-07,0,7.037999999999991e-07,0
7.08899999999999e-07,0.0625,7.08899999999999e-07,0.0708900000000026,7.08899999999999e-07,0,7.08899999999999e-07,0,7.08899999999999e-07,1.8,7.08899999999999e-07,0,7.08899999999999e-07,0
