/clk X,/clk Logic,/eoc X,/eoc Logic,/out0 X,/out0 Y,/out1 X,/out1 Y,/out2 X,/out2 Y,/out3 X,/out3 Y,/out4 X,/out4 Y,/SW_inp X,/SW_inp Y,/SAR_out_analog X,/SAR_out_analog Y,/Vin X,/Vin Y
  ,  ,  ,  ,6.50727028911e-08,0,6.50727028911e-08,0.04874302037629796,6.50727028911e-08,0.04874302037629796,6.50727028911e-08,0.04874302037629796,6.50727028911e-08,0,6.50727028911e-08,-0.001127924388970968,6.50727028911e-08,0,6.50727028911e-08,0.3678238117899386
  ,  ,  ,  ,6.50750287437e-08,0,6.50750287437e-08,0.06967569358924575,6.50750287437e-08,0.06967569358924575,6.50750287437e-08,0.06967569358924575,6.50750287437e-08,0,6.50750287437e-08,-0.001365196915611152,6.50750287437e-08,0,6.50750287437e-08,0.3678286859408753
  ,  ,  ,  ,6.507811436449999e-08,0,6.507811436449999e-08,0.09744628068701644,6.507811436449999e-08,0.09744628068701644,6.507811436449999e-08,0.09744628068701644,6.507811436449999e-08,0,6.507811436449999e-08,-0.001477488770086314,6.507811436449999e-08,0,6.507811436449999e-08,0.367835152113641
  ,  ,  ,  ,6.50810102614e-08,0,6.50810102614e-08,0.1235093528207856,6.50810102614e-08,0.1235093528207856,6.50810102614e-08,0.1235093528207856,6.50810102614e-08,0,6.50810102614e-08,-0.001458686277931532,6.50810102614e-08,0,6.50810102614e-08,0.3678412205184325
  ,  ,  ,  ,6.508398787249999e-08,0,6.508398787249999e-08,0.1503078529763364,6.508398787249999e-08,0.1503078529763364,6.508398787249999e-08,0.1503078529763364,6.508398787249999e-08,0,6.508398787249999e-08,-0.001378605482677063,6.508398787249999e-08,0,6.508398787249999e-08,0.3678474599691403
  ,  ,  ,  ,6.50874921306e-08,0,6.50874921306e-08,0.1818461760698691,6.50874921306e-08,0.1818461760698691,6.50874921306e-08,0.1818461760698691,6.50874921306e-08,0,6.50874921306e-08,-0.001250359722616865,6.50874921306e-08,0,6.50874921306e-08,0.3678548027411957
  ,  ,  ,  ,6.509199508049999e-08,0,6.509199508049999e-08,0.2223727251159318,6.509199508049999e-08,0.2223727251159318,6.509199508049999e-08,0.2223727251159318,6.509199508049999e-08,0,6.509199508049999e-08,-0.0010739509727856,6.509199508049999e-08,0,6.509199508049999e-08,0.3678642377705549
  ,  ,  ,  ,6.50981454902e-08,0,6.50981454902e-08,0.2777264123667209,6.50981454902e-08,0.2777264123667209,6.50981454902e-08,0.2777264123667209,6.50981454902e-08,0,6.50981454902e-08,-0.0008543237595964463,6.50981454902e-08,0,6.50981454902e-08,0.3678771240184266
  ,  ,  ,  ,6.510705617549999e-08,0,6.510705617549999e-08,0.357922580232062,6.510705617549999e-08,0.357922580232062,6.510705617549999e-08,0.357922580232062,6.510705617549999e-08,0,6.510705617549999e-08,-0.0006105409458290201,6.510705617549999e-08,0,6.510705617549999e-08,0.3678957921142434
  ,  ,  ,  ,6.511788739e-08,0,6.511788739e-08,0.4554035105001295,6.511788739e-08,0.4554035105001295,6.511788739e-08,0.4554035105001295,6.511788739e-08,0,6.511788739e-08,-0.0004197480497301141,6.511788739e-08,0,6.511788739e-08,0.3679184814678547
  ,  ,  ,  ,6.51297110951e-08,0,6.51297110951e-08,0.5618168562433519,6.51297110951e-08,0.5618168562433519,6.51297110951e-08,0.5618168562433519,6.51297110951e-08,0,6.51297110951e-08,-0.0002984920505639684,6.51297110951e-08,0,6.51297110951e-08,0.3679432470256176
  ,  ,  ,  ,6.514319599089999e-08,0,6.514319599089999e-08,0.6831809183509725,6.514319599089999e-08,0.6831809183509725,6.514319599089999e-08,0.6831809183509725,6.514319599089999e-08,0,6.514319599089999e-08,-0.0002126699784411713,6.514319599089999e-08,0,6.514319599089999e-08,0.3679714883950707
  ,  ,  ,  ,6.51593363456e-08,0,6.51593363456e-08,0.8284441110401751,6.51593363456e-08,0.8284441110401751,6.51593363456e-08,0.8284441110401751,6.51593363456e-08,0,6.51593363456e-08,-0.0001113181976986253,6.51593363456e-08,0,6.51593363456e-08,0.3680052859460262
  ,  ,  ,  ,6.51799000764e-08,0,6.51799000764e-08,1.01351768823758,6.51799000764e-08,1.01351768823758,6.51799000764e-08,1.01351768823758,6.51799000764e-08,0,6.51799000764e-08,0.0002569572952230358,6.51799000764e-08,0,6.51799000764e-08,0.3680483378399885
  ,  ,  ,  ,6.52027290192e-08,0,6.52027290192e-08,1.218978173037584,6.52027290192e-08,1.218978173037584,6.52027290192e-08,1.218978173037584,6.52027290192e-08,0,6.52027290192e-08,0.0003884695069856629,6.52027290192e-08,0,6.52027290192e-08,0.3680961214983312
  ,  ,  ,  ,6.52196759135e-08,0,6.52196759135e-08,1.371500222307798,6.52196759135e-08,1.371500222307798,6.52196759135e-08,1.371500222307798,6.52196759135e-08,0,6.52196759135e-08,0.0004967453110855392,6.52196759135e-08,0,6.52196759135e-08,0.3681315860920192
  ,  ,  ,  ,6.52350513757e-08,0,6.52350513757e-08,1.509879382162763,6.52350513757e-08,1.509879382162763,6.52350513757e-08,1.509879382162763,6.52350513757e-08,0,6.52350513757e-08,0.0005681959300843521,6.52350513757e-08,0,6.52350513757e-08,0.3681637568217669
  ,  ,  ,  ,6.52390808288e-08,0,6.52390808288e-08,1.546144459392418,6.52390808288e-08,1.546144459392418,6.52390808288e-08,1.546144459392418,6.52390808288e-08,0,6.52390808288e-08,0.0005217789489545453,6.52390808288e-08,0,6.52390808288e-08,0.3681721869758231
  ,  ,  ,  ,6.52471397348e-08,0,6.52471397348e-08,1.618674613851727,6.52471397348e-08,1.618674613851727,6.52471397348e-08,1.618674613851727,6.52471397348e-08,0,6.52471397348e-08,0.0005396066769101329,6.52471397348e-08,0,6.52471397348e-08,0.3681890462361325
  ,  ,  ,  ,6.524788845399999e-08,0,6.524788845399999e-08,1.625413086641772,6.524788845399999e-08,1.625413086641772,6.524788845399999e-08,1.625413086641772,6.524788845399999e-08,0,6.524788845399999e-08,0.0005323738086275173,6.524788845399999e-08,0,6.524788845399999e-08,0.3681906124884458
  ,  ,  ,  ,6.52482628136e-08,0,6.52482628136e-08,1.628782323036735,6.52482628136e-08,1.628782323036735,6.52482628136e-08,1.628782323036735,6.52482628136e-08,0,6.52482628136e-08,0.0005302963334463635,6.52482628136e-08,0,6.52482628136e-08,0.36819139561008
  ,  ,  ,  ,6.524844999339999e-08,0,6.524844999339999e-08,1.630466941234276,6.524844999339999e-08,1.630466941234276,6.524844999339999e-08,1.630466941234276,6.524844999339999e-08,0,6.524844999339999e-08,0.0005292817645172131,6.524844999339999e-08,0,6.524844999339999e-08,0.3681917871697664
  ,  ,  ,  ,6.52485435833e-08,0,6.52485435833e-08,1.631309250333047,6.52485435833e-08,1.631309250333047,6.52485435833e-08,1.631309250333047,6.52485435833e-08,0,6.52485435833e-08,0.0005287766769954663,6.52485435833e-08,0,6.52485435833e-08,0.368191982949327
  ,  ,  ,  ,6.524873076309999e-08,0,6.524873076309999e-08,1.632993868530588,6.524873076309999e-08,1.632993868530588,6.524873076309999e-08,1.632993868530588,6.524873076309999e-08,0,6.524873076309999e-08,0.0005277661943067518,6.524873076309999e-08,0,6.524873076309999e-08,0.3681923745078829
  ,  ,  ,  ,6.52487541606e-08,0,6.52487541606e-08,1.63320444580528,6.52487541606e-08,1.63320444580528,6.52487541606e-08,1.63320444580528,6.52487541606e-08,0,6.52487541606e-08,0.0005276397178504354,6.52487541606e-08,0,6.52487541606e-08,0.3681924234526494
  ,  ,  ,  ,6.52487570853e-08,0,6.52487570853e-08,1.633230767964602,6.52487570853e-08,1.633230767964602,6.52487570853e-08,1.633230767964602,6.52487570853e-08,0,6.52487570853e-08,0.0005276239661099601,6.52487570853e-08,0,6.52487570853e-08,0.3681924295707444
  ,  ,  ,  ,6.52487585476e-08,0,6.52487585476e-08,1.633243929044322,6.52487585476e-08,1.633243929044322,6.52487585476e-08,1.633243929044322,6.52487585476e-08,0,6.52487585476e-08,0.0005276160393830366,6.52487585476e-08,0,6.52487585476e-08,0.3681924326297918
  ,  ,  ,  ,6.52487592788e-08,0,6.52487592788e-08,1.633250509584182,6.52487592788e-08,1.633250509584182,6.52487592788e-08,1.633250509584182,6.52487592788e-08,0,6.52487592788e-08,0.0005276120772006017,6.52487592788e-08,0,6.52487592788e-08,0.3681924341593155
  ,  ,  ,  ,6.52487596444e-08,0,6.52487596444e-08,1.633253799854113,6.52487596444e-08,1.633253799854113,6.52487596444e-08,1.633253799854113,6.52487596444e-08,0,6.52487596444e-08,0.0005276100904838554,6.52487596444e-08,0,6.52487596444e-08,0.3681924349240773
  ,  ,  ,  ,6.524875982719999e-08,0,6.524875982719999e-08,1.633255444989018,6.524875982719999e-08,1.633255444989018,6.524875982719999e-08,1.633255444989018,6.524875982719999e-08,0,6.524875982719999e-08,0.0005276091020033363,6.524875982719999e-08,0,6.524875982719999e-08,0.3681924353064583
  ,  ,  ,  ,6.52487599186e-08,0,6.52487599186e-08,1.63325626755653,6.52487599186e-08,1.63325626755653,6.52487599186e-08,1.63325626755653,6.52487599186e-08,0,6.52487599186e-08,0.0005276086077815,6.52487599186e-08,0,6.52487599186e-08,0.3681924354976487
  ,  ,  ,  ,6.52487599643e-08,0,6.52487599643e-08,1.633256678840286,6.52487599643e-08,1.633256678840286,6.52487599643e-08,1.633256678840286,6.52487599643e-08,0,6.52487599643e-08,0.0005276083606752339,6.52487599643e-08,0,6.52487599643e-08,0.3681924355932439
  ,  ,  ,  ,6.524875996999999e-08,0,6.524875996999999e-08,1.633256730250726,6.524875996999999e-08,1.633256730250726,6.524875996999999e-08,1.633256730250726,6.524875996999999e-08,0,6.524875996999999e-08,0.0005276083297886355,6.524875996999999e-08,0,6.524875996999999e-08,0.3681924356051933
  ,  ,  ,  ,6.52487599814e-08,0,6.52487599814e-08,1.633256833272432,6.52487599814e-08,1.633256833272432,6.52487599814e-08,1.633256833272432,6.52487599814e-08,0,6.52487599814e-08,0.0005276082678915055,6.52487599814e-08,0,6.52487599814e-08,0.3681924356291388
  ,  ,  ,  ,6.52487599815e-08,0,6.52487599815e-08,1.633256833764135,6.52487599815e-08,1.633256833764135,6.52487599815e-08,1.633256833764135,6.52487599815e-08,0,6.52487599815e-08,0.0005276082675958549,6.52487599815e-08,0,6.52487599815e-08,0.3681924356292531
  ,  ,  ,  ,6.52541316846e-08,0,6.52541316846e-08,1.681602161505252,6.52541316846e-08,1.681602161505252,6.52541316846e-08,1.681602161505252,6.52541316846e-08,0,6.52541316846e-08,-0.0115643298844004,6.52541316846e-08,0,6.52541316846e-08,0.3682036722880607
  ,  ,  ,  ,6.52549331895e-08,0,6.52549331895e-08,1.6888157060367,6.52549331895e-08,1.6888157060367,6.52549331895e-08,1.6888157060367,6.52549331895e-08,0,6.52549331895e-08,-0.01155631270127693,6.52549331895e-08,0,6.52549331895e-08,0.3682053488423274
  ,  ,  ,  ,6.52562664646e-08,0,6.52562664646e-08,1.700815181852135,6.52562664646e-08,1.700815181852135,6.52562664646e-08,1.700815181852135,6.52562664646e-08,0,6.52562664646e-08,-0.01018168435724295,6.52562664646e-08,0,6.52562664646e-08,0.3682081377003453
  ,  ,  ,  ,6.525893301479999e-08,0,6.525893301479999e-08,1.724814133483004,6.525893301479999e-08,1.724814133483004,6.525893301479999e-08,1.724814133483004,6.525893301479999e-08,0,6.525893301479999e-08,-0.005078373072595472,6.525893301479999e-08,0,6.525893301479999e-08,0.3682137153016414
  ,  ,  ,  ,6.52626116222e-08,0,6.52626116222e-08,1.757921599980882,6.52626116222e-08,1.757921599980882,6.52626116222e-08,1.757921599980882,6.52626116222e-08,0,6.52626116222e-08,-0.0004919539966886906,6.52626116222e-08,0,6.52626116222e-08,0.3682214095636455
  ,  ,  ,  ,6.52653646064e-08,0,6.52653646064e-08,1.78269845772297,6.52653646064e-08,1.78269845772297,6.52653646064e-08,1.78269845772297,6.52653646064e-08,0,6.52653646064e-08,0.001090205933568817,6.52653646064e-08,0,6.52653646064e-08,0.3682271675798444
  ,  ,  ,  ,6.526728699999999e-08,0,6.526728699999999e-08,1.8,6.526728699999999e-08,1.8,6.526728699999999e-08,1.8,6.526728699999999e-08,0,6.526728699999999e-08,0.001735529412454043,6.526728699999999e-08,0,6.526728699999999e-08,0.3682311882739051
  ,  ,  ,  ,6.527113178709999e-08,0,6.527113178709999e-08,1.8,6.527113178709999e-08,1.8,6.527113178709999e-08,1.8,6.527113178709999e-08,0,6.527113178709999e-08,0.002611511916267043,6.527113178709999e-08,0,6.527113178709999e-08,0.3682392294234538
  ,  ,  ,  ,6.52748137031e-08,0,6.52748137031e-08,1.8,6.52748137031e-08,1.8,6.52748137031e-08,1.8,6.52748137031e-08,0,6.52748137031e-08,0.003149979387756146,6.52748137031e-08,0,6.52748137031e-08,0.3682469296391221
  ,  ,  ,  ,6.52773568898e-08,0,6.52773568898e-08,1.8,6.52773568898e-08,1.8,6.52773568898e-08,1.8,6.52773568898e-08,0,6.52773568898e-08,0.003166178452062376,6.52773568898e-08,0,6.52773568898e-08,0.3682522481903379
  ,  ,  ,  ,6.52799000764e-08,0,6.52799000764e-08,1.8,6.52799000764e-08,1.8,6.52799000764e-08,1.8,6.52799000764e-08,0,6.52799000764e-08,0.002987740631982118,6.52799000764e-08,0,6.52799000764e-08,0.368257566602359
  ,  ,  ,  ,6.528498644979999e-08,0,6.528498644979999e-08,1.8,6.528498644979999e-08,1.8,6.528498644979999e-08,1.8,6.528498644979999e-08,0,6.528498644979999e-08,0.002505969550881486,6.528498644979999e-08,0.01112644167394236,6.528498644979999e-08,0.3682682030088003
  ,  ,  ,  ,6.52919205622e-08,0,6.52919205622e-08,1.8,6.52919205622e-08,1.8,6.52919205622e-08,1.8,6.52919205622e-08,0,6.52919205622e-08,0.001872628385973933,6.52919205622e-08,0.02629481272536091,6.52919205622e-08,0.3682827024313336
  ,  ,  ,  ,6.52978583695e-08,0,6.52978583695e-08,1.8,6.52978583695e-08,1.8,6.52978583695e-08,1.8,6.52978583695e-08,0,6.52978583695e-08,0.001408326646447211,6.52978583695e-08,0.03928376612308929,6.52978583695e-08,0.3682951177293003
  ,  ,  ,  ,6.53083508257e-08,0,6.53083508257e-08,1.8,6.53083508257e-08,1.8,6.53083508257e-08,1.8,6.53083508257e-08,0,6.53083508257e-08,0.0008710160311406475,6.53083508257e-08,0.06223601398952178,6.53083508257e-08,0.3683170544385715
  ,  ,  ,  ,6.53197825238e-08,0,6.53197825238e-08,1.8,6.53197825238e-08,1.8,6.53197825238e-08,1.8,6.53197825238e-08,0,6.53197825238e-08,0.0005327007346451923,6.53197825238e-08,0.08724285362589987,6.53197825238e-08,0.3683409521347564
  ,  ,  ,  ,6.53333940001e-08,0,6.53333940001e-08,1.8,6.53333940001e-08,1.8,6.53333940001e-08,1.8,6.53333940001e-08,0,6.53333940001e-08,0.0003268781881657573,6.53333940001e-08,0.1170179581213514,6.53333940001e-08,0.3683694029360963
  ,  ,  ,  ,6.534843153719999e-08,0,6.534843153719999e-08,1.8,6.534843153719999e-08,1.8,6.534843153719999e-08,1.8,6.534843153719999e-08,0,6.534843153719999e-08,0.0002061619974987513,6.534843153719999e-08,0.1499125704472852,6.534843153719999e-08,0.368400829860327
  ,  ,  ,  ,6.53667224942e-08,0,6.53667224942e-08,1.8,6.53667224942e-08,1.8,6.53667224942e-08,1.8,6.53667224942e-08,0,6.53667224942e-08,0.0001354863517962471,6.53667224942e-08,0.1899240388023157,6.53667224942e-08,0.3684390495358706
  ,  ,  ,  ,6.53799000764e-08,0,6.53799000764e-08,1.8,6.53799000764e-08,1.8,6.53799000764e-08,1.8,6.53799000764e-08,0,6.53799000764e-08,0.0001035557820834118,6.53799000764e-08,0.21875,6.53799000764e-08,0.3684665801463762
  ,  ,  ,  ,6.54062552409e-08,0,6.54062552409e-08,1.8,6.54062552409e-08,1.8,6.54062552409e-08,1.8,6.54062552409e-08,0,6.54062552409e-08,7.391901635128972e-05,6.54062552409e-08,0.21875,6.54062552409e-08,0.3685216301411328
  ,  ,  ,  ,6.544522575119999e-08,0,6.544522575119999e-08,1.8,6.544522575119999e-08,1.8,6.544522575119999e-08,1.8,6.544522575119999e-08,0,6.544522575119999e-08,4.133574155648113e-05,6.544522575119999e-08,0.21875,6.544522575119999e-08,0.3686030033087002
  ,  ,  ,  ,6.5498054262e-08,0,6.5498054262e-08,1.8,6.5498054262e-08,1.8,6.5498054262e-08,1.8,6.5498054262e-08,0,6.5498054262e-08,2.118298291835153e-05,6.5498054262e-08,0.21875,6.5498054262e-08,0.368713260660025
  ,  ,  ,  ,6.56037112835e-08,0,6.56037112835e-08,1.8,6.56037112835e-08,1.8,6.56037112835e-08,1.8,6.56037112835e-08,0,6.56037112835e-08,6.283398449432872e-06,6.56037112835e-08,0.21875,6.56037112835e-08,0.3689335946425621
  ,  ,  ,  ,6.575793192379999e-08,0,6.575793192379999e-08,1.8,6.575793192379999e-08,1.8,6.575793192379999e-08,1.8,6.575793192379999e-08,0,6.575793192379999e-08,2.977673262158157e-06,6.575793192379999e-08,0.21875,6.575793192379999e-08,0.3692547686379585
  ,  ,  ,  ,6.60663732044e-08,0,6.60663732044e-08,1.8,6.60663732044e-08,1.8,6.60663732044e-08,1.8,6.60663732044e-08,0,6.60663732044e-08,3.223709127941852e-06,6.60663732044e-08,0.21875,6.60663732044e-08,0.3698955709259844
  ,  ,  ,  ,6.66485547321e-08,0,6.66485547321e-08,1.8,6.66485547321e-08,1.8,6.66485547321e-08,1.8,6.66485547321e-08,0,6.66485547321e-08,2.986347084495234e-06,6.66485547321e-08,0.21875,6.66485547321e-08,0.3710994421984572
  ,  ,  ,  ,6.78129177877e-08,0,6.78129177877e-08,1.8,6.78129177877e-08,1.8,6.78129177877e-08,1.8,6.78129177877e-08,0,6.78129177877e-08,3.158885026792205e-06,6.78129177877e-08,0.21875,6.78129177877e-08,0.3734848798067694
  ,  ,  ,  ,7e-08,0,7e-08,1.8,7e-08,1.8,7e-08,1.8,7e-08,0,7e-08,2.876517107881776e-06,7e-08,0.21875,7e-08,0.3778839193023213
  ,  ,  ,  ,7.00059827763e-08,0,7.00059827763e-08,1.8,7.00059827763e-08,1.8,7.00059827763e-08,1.8,7.00059827763e-08,0,7.00059827763e-08,2.995613824805336e-06,7.00059827763e-08,0.21875,7.00059827763e-08,0.3778958048528144
  ,  ,  ,  ,7.001e-08,0,7.001e-08,1.8,7.001e-08,1.8,7.001e-08,1.8,7.001e-08,0,7.001e-08,3.015022276986746e-06,7.001e-08,0.21875,7.001e-08,0.3779037851244703
  ,  ,  ,  ,7.001041463229999e-08,0,7.001041463229999e-08,1.8,7.001041463229999e-08,1.8,7.001041463229999e-08,1.8,7.001041463229999e-08,0,7.001041463229999e-08,3.008585792637523e-06,7.001041463229999e-08,0.21875,7.001041463229999e-08,0.3779046087765451
  ,  ,  ,  ,7.00111698577e-08,0,7.00111698577e-08,1.8,7.00111698577e-08,1.8,7.00111698577e-08,1.8,7.00111698577e-08,0,7.00111698577e-08,2.996894405180454e-06,7.00111698577e-08,0.21875,7.00111698577e-08,0.3779061089944982
  ,  ,  ,  ,7.00120018848e-08,0,7.00120018848e-08,1.8,7.00120018848e-08,1.8,7.00120018848e-08,1.8,7.00120018848e-08,0,7.00120018848e-08,2.989634094258466e-06,7.00120018848e-08,0.21875,7.00120018848e-08,0.3779077617598799
  ,  ,  ,  ,7.00136659388e-08,0,7.00136659388e-08,1.8,7.00136659388e-08,1.8,7.00136659388e-08,1.8,7.00136659388e-08,0,7.00136659388e-08,2.982172410068407e-06,7.00136659388e-08,0.21875,7.00136659388e-08,0.3779110672433828
  ,  ,  ,  ,7.001649561179999e-08,0,7.001649561179999e-08,1.8,7.001649561179999e-08,1.8,7.001649561179999e-08,1.8,7.001649561179999e-08,0,7.001649561179999e-08,2.976826297366838e-06,7.001649561179999e-08,0.21875,7.001649561179999e-08,0.3779166879724041
  ,  ,  ,  ,7.00203459911e-08,0,7.00203459911e-08,1.8,7.00203459911e-08,1.8,7.00203459911e-08,1.8,7.00203459911e-08,0,7.00203459911e-08,2.97355136131845e-06,7.00203459911e-08,0.21875,7.00203459911e-08,0.3779243358914213
  ,  ,  ,  ,7.002536659849999e-08,0,7.002536659849999e-08,1.8,7.002536659849999e-08,1.8,7.002536659849999e-08,1.8,7.002536659849999e-08,0,7.002536659849999e-08,2.971965605236146e-06,7.002536659849999e-08,0.21875,7.002536659849999e-08,0.3779343077006526
  ,  ,  ,  ,7.00300552677e-08,0,7.00300552677e-08,1.8,7.00300552677e-08,1.8,7.00300552677e-08,1.8,7.00300552677e-08,0,7.00300552677e-08,2.971845527619462e-06,7.00300552677e-08,0.21875,7.00300552677e-08,0.3779436197043204
  ,  ,  ,  ,7.00340058175e-08,0,7.00340058175e-08,1.8,7.00340058175e-08,1.8,7.00340058175e-08,1.8,7.00340058175e-08,0,7.00340058175e-08,2.972136052975055e-06,7.00340058175e-08,0.21875,7.00340058175e-08,0.377951465366071
  ,  ,  ,  ,7.00382629117e-08,0,7.00382629117e-08,1.8,7.00382629117e-08,1.8,7.00382629117e-08,1.8,7.00382629117e-08,0,7.00382629117e-08,2.972591969086456e-06,7.00382629117e-08,0.21875,7.00382629117e-08,0.377959919417262
  ,  ,  ,  ,7.00425311583e-08,0,7.00425311583e-08,1.8,7.00425311583e-08,1.8,7.00425311583e-08,1.8,7.00425311583e-08,0,7.00425311583e-08,2.973068078246832e-06,7.00425311583e-08,0.21875,7.00425311583e-08,0.3779683952015439
  ,  ,  ,  ,7.00462450151e-08,0,7.00462450151e-08,1.8,7.00462450151e-08,1.8,7.00462450151e-08,1.8,7.00462450151e-08,0,7.00462450151e-08,2.973450551520555e-06,7.00462450151e-08,0.21875,7.00462450151e-08,0.3779757697540553
  ,  ,  ,  ,7.0049740498e-08,0,7.0049740498e-08,1.8,7.0049740498e-08,1.8,7.0049740498e-08,1.8,7.0049740498e-08,0,7.0049740498e-08,2.973766309091518e-06,7.0049740498e-08,0.21875,7.0049740498e-08,0.3779827103978824
  ,  ,  ,  ,7.0053045357e-08,0,7.0053045357e-08,1.8,7.0053045357e-08,1.8,7.0053045357e-08,1.8,7.0053045357e-08,0,7.0053045357e-08,2.974022185633102e-06,7.0053045357e-08,0.21875,7.0053045357e-08,0.3779892722822839
  ,  ,  ,  ,7.00568208531e-08,0,7.00568208531e-08,1.8,7.00568208531e-08,1.8,7.00568208531e-08,1.8,7.00568208531e-08,0,7.00568208531e-08,2.974265586965076e-06,7.00568208531e-08,0.21875,7.00568208531e-08,0.3779967683248717
  ,  ,  ,  ,7.006144659619999e-08,0,7.006144659619999e-08,1.8,7.006144659619999e-08,1.8,7.006144659619999e-08,1.8,7.006144659619999e-08,0,7.006144659619999e-08,2.974500152907629e-06,7.006144659619999e-08,0.21875,7.006144659619999e-08,0.3780059520442299
  ,  ,  ,  ,7.006534135439999e-08,0,7.006534135439999e-08,1.8,7.006534135439999e-08,1.8,7.006534135439999e-08,1.8,7.006534135439999e-08,0,7.006534135439999e-08,2.974650561826913e-06,7.006534135439999e-08,0.21875,7.006534135439999e-08,0.3780136841247609
  ,  ,  ,  ,7.00701356619e-08,0,7.00701356619e-08,1.8,7.00701356619e-08,1.8,7.00701356619e-08,1.8,7.00701356619e-08,0,7.00701356619e-08,2.9747876672235e-06,7.00701356619e-08,0.21875,7.00701356619e-08,0.3780232015642352
  ,  ,  ,  ,7.00756306991e-08,0,7.00756306991e-08,1.8,7.00756306991e-08,1.8,7.00756306991e-08,1.8,7.00756306991e-08,0,7.00756306991e-08,2.974892600505818e-06,7.00756306991e-08,0.21875,7.00756306991e-08,0.3780341094162636
  ,  ,  ,  ,7.00826867854e-08,0,7.00826867854e-08,1.8,7.00826867854e-08,1.8,7.00826867854e-08,1.8,7.00826867854e-08,0,7.00826867854e-08,2.974965886770506e-06,7.00826867854e-08,0.21875,7.00826867854e-08,0.3780481150002746
  ,  ,  ,  ,7.00913400999e-08,0,7.00913400999e-08,1.8,7.00913400999e-08,1.8,7.00913400999e-08,1.8,7.00913400999e-08,0,7.00913400999e-08,2.974987973956157e-06,7.00913400999e-08,0.21875,7.00913400999e-08,0.3780652893650483
  ,  ,  ,  ,7.01026583966e-08,0,7.01026583966e-08,1.8,7.01026583966e-08,1.8,7.01026583966e-08,1.8,7.01026583966e-08,0,7.01026583966e-08,2.974940490966748e-06,7.01026583966e-08,0.21875,7.01026583966e-08,0.3780877503861257
  ,  ,  ,  ,7.01178208969e-08,0,7.01178208969e-08,1.8,7.01178208969e-08,1.8,7.01178208969e-08,1.8,7.01178208969e-08,0,7.01178208969e-08,2.974786788671828e-06,7.01178208969e-08,0.21875,7.01178208969e-08,0.3781178356091514
  ,  ,  ,  ,7.013997601439999e-08,0,7.013997601439999e-08,1.8,7.013997601439999e-08,1.8,7.013997601439999e-08,1.8,7.013997601439999e-08,0,7.013997601439999e-08,2.974438636454046e-06,7.013997601439999e-08,0.21875,7.013997601439999e-08,0.3781617860676459
  ,  ,  ,  ,7.017554336389999e-08,0,7.017554336389999e-08,1.8,7.017554336389999e-08,1.8,7.017554336389999e-08,1.8,7.017554336389999e-08,0,7.017554336389999e-08,2.973674636336779e-06,7.017554336389999e-08,0.21875,7.017554336389999e-08,0.3782323197951472
  ,  ,  ,  ,7.0244709825e-08,0,7.0244709825e-08,1.8,7.0244709825e-08,1.8,7.0244709825e-08,1.8,7.0244709825e-08,0,7.0244709825e-08,2.971768775154385e-06,7.0244709825e-08,0.21875,7.0244709825e-08,0.3783694014468522
  ,  ,  ,  ,7.03830427472e-08,0,7.03830427472e-08,1.8,7.03830427472e-08,1.8,7.03830427472e-08,1.8,7.03830427472e-08,0,7.03830427472e-08,2.967287743179156e-06,7.03830427472e-08,0.21875,7.03830427472e-08,0.3786432372221373
  ,  ,  ,  ,7.06597085917e-08,0,7.06597085917e-08,1.8,7.06597085917e-08,1.8,7.06597085917e-08,1.8,7.06597085917e-08,0,7.06597085917e-08,2.957806612672907e-06,7.06597085917e-08,0.21875,7.06597085917e-08,0.3791895963156887
  ,  ,  ,  ,7.12130402807e-08,0,7.12130402807e-08,1.8,7.12130402807e-08,1.8,7.12130402807e-08,1.8,7.12130402807e-08,0,7.12130402807e-08,2.938733945293325e-06,7.12130402807e-08,0.21875,7.12130402807e-08,0.3802770459748403
  ,  ,  ,  ,7.23197036586e-08,0,7.23197036586e-08,1.8,7.23197036586e-08,1.8,7.23197036586e-08,1.8,7.23197036586e-08,0,7.23197036586e-08,2.900278309122593e-06,7.23197036586e-08,0.21875,7.23197036586e-08,0.3824307224871358
  ,  ,  ,  ,7.36648518293e-08,0,7.36648518293e-08,1.8,7.36648518293e-08,1.8,7.36648518293e-08,1.8,7.36648518293e-08,0,7.36648518293e-08,2.85285414923756e-06,7.36648518293e-08,0.21875,7.36648518293e-08,0.3850100026927421
  ,  ,  ,  ,7.500999999999999e-08,0,7.500999999999999e-08,1.8,7.500999999999999e-08,1.8,7.500999999999999e-08,1.8,7.500999999999999e-08,0,7.500999999999999e-08,2.804790874060581e-06,7.500999999999999e-08,0.21875,7.500999999999999e-08,0.387546464360721
  ,  ,  ,  ,7.501598277629999e-08,0,7.501598277629999e-08,1.8,7.501598277629999e-08,1.8,7.501598277629999e-08,1.8,7.501598277629999e-08,0,7.501598277629999e-08,2.80459626224724e-06,7.501598277629999e-08,0.21875,7.501598277629999e-08,0.3875576491826482
  ,  ,  ,  ,7.501999999999999e-08,0,7.501999999999999e-08,1.8,7.501999999999999e-08,1.8,7.501999999999999e-08,1.8,7.501999999999999e-08,0,7.501999999999999e-08,2.804417853787803e-06,7.501999999999999e-08,0.21875,7.501999999999999e-08,0.3875651589149189
