Vin X,Vin Y,CLK X,CLK Y,REF X,REF Y,OUTN X,OUTN Y
1.781887628730195e-10,0.8000006997432966,1.781887628730195e-10,1.609913132579921,1.781887628730195e-10,0.8,1.781887628730195e-10,0.01652698289078889
1.839420383431386e-10,0.8000007223361225,1.839420383431386e-10,1.631810728010448,1.839420383431386e-10,0.8,1.839420383431386e-10,0.01585648851548368
1.903018787036668e-10,0.800000747310881,1.903018787036668e-10,1.65380304661805,1.903018787036668e-10,0.8,1.903018787036668e-10,0.01489694446597192
1.974648232074071e-10,0.8000007754393643,1.974648232074071e-10,1.675733407906002,1.974648232074071e-10,0.8,1.974648232074071e-10,0.01360143615723455
2.056860430078904e-10,0.8000008077236046,2.056860430078904e-10,1.69736445937921,2.056860430078904e-10,0.8,2.056860430078904e-10,0.01196856526898121
2.153166013974495e-10,0.8000008455421896,2.153166013974495e-10,1.718373076816607,2.153166013974495e-10,0.8,2.153166013974495e-10,0.01004437520336608
2.268672833975682e-10,0.8000008909009113,2.268672833975682e-10,1.738342138188139,2.268672833975682e-10,0.8,2.268672833975682e-10,0.007922477911968834
2.411131339925759e-10,0.8000009468432682,2.411131339925759e-10,1.756734258893423,2.411131339925759e-10,0.8,2.411131339925759e-10,0.005741810919855846
2.586460712194041e-10,0.8000010156935933,2.586460712194041e-10,1.772395099537847,2.586460712194041e-10,0.8,2.586460712194041e-10,0.003739634383396086
2.773719302805308e-10,0.800001089228201,2.773719302805308e-10,1.783179220826589,2.773719302805308e-10,0.8,2.773719302805308e-10,0.002295608053359174
2.977944795415741e-10,0.8000011694252687,2.977944795415741e-10,1.790379810212289,2.977944795415741e-10,0.8,2.977944795415741e-10,0.001311108414733165
3.206782335821962e-10,0.8000012592868454,3.206782335821962e-10,1.795005585606644,3.206782335821962e-10,0.8,3.206782335821962e-10,0.0006762942133524384
3.469808343899454e-10,0.8000013625732799,3.469808343899454e-10,1.797788214280139,3.469808343899454e-10,0.8,3.469808343899454e-10,0.0002966397254571195
3.78215070846585e-10,0.8000014852247433,3.78215070846585e-10,1.799297650515699,3.78215070846585e-10,0.8,3.78215070846585e-10,9.261385540853116e-05
4.165733145168706e-10,0.8000016358496953,4.165733145168706e-10,1.799970279300361,4.165733145168706e-10,0.8,4.165733145168706e-10,2.530872317786382e-06
4.656171545988359e-10,0.8000018284325581,4.656171545988359e-10,1.80015442363186,4.656171545988359e-10,0.8,4.656171545988359e-10,-2.187701404798351e-05
5e-10,0.8000019634437319,5e-10,1.800111809400684,5e-10,0.8,5e-10,-1.5482750765248e-05
5.687656908023283e-10,0.8000022334615799,5.687656908023283e-10,1.800033602588075,5.687656908023283e-10,0.8,5.687656908023283e-10,-3.307282557256971e-06
6.962203056021543e-10,0.8000027339112314,6.962203056021543e-10,1.799988266733721,6.962203056021543e-10,0.8,6.962203056021543e-10,6.065810352790748e-06
8.481101528010772e-10,0.8000033302685876,8.481101528010772e-10,1.799986665595998,8.481101528010772e-10,0.8,8.481101528010772e-10,1.078157749337921e-05
1e-09,0.800003926577413,1e-09,1.799991758589181,1e-09,0.8,1e-09,1.417368703394388e-05
1.25e-09,0.800004907931106,1.25e-09,1.799990964460843,1.25e-09,0.8,1.25e-09,4.090331203636884e-05
1.5e-09,0.8000058890910422,1.5e-09,1.799991339378858,1.5e-09,0.8,1.5e-09,7.144107461593527e-05
2.000000000000001e-09,0.8000078506747156,2.000000000000001e-09,1.79999756865241,2.000000000000001e-09,0.8,2.000000000000001e-09,1.221616024417644e-05
2.5e-09,0.8000098110186765,2.5e-09,1.799995828125554,2.5e-09,0.8,2.5e-09,-2.540559301990425e-05
3e-09,0.8000117698133637,3e-09,1.799992002351766,3e-09,0.8,3e-09,0.000134473298548222
3.5e-09,0.8000137267494611,3.5e-09,1.799996849523002,3.5e-09,0.8,3.5e-09,0.0002695415026389788
4e-09,0.8000156815179456,4e-09,1.799991323372861,4e-09,0.8,4e-09,4.40063981014307e-06
4.500000000000001e-09,0.8000176338101366,4.500000000000001e-09,1.799994924279744,4.500000000000001e-09,0.8,4.500000000000001e-09,-9.295826419505903e-05
5.000000000000001e-09,0.8000195833177445,5.000000000000001e-09,1.800000537448119,5.000000000000001e-09,0.8,5.000000000000001e-09,2.950212438723076e-05
5.01e-09,0.8000196222773788,5.01e-09,1.800000120287208,5.01e-09,0.8,5.01e-09,3.160021839222061e-05
5.010332960207832e-09,0.8000196235745582,5.010332960207832e-09,1.799653514081254,5.010332960207832e-09,0.8,5.010332960207832e-09,-8.719290050570782e-05
5.010757421688261e-09,0.8000196252282155,5.010757421688261e-09,1.799231302729374,5.010757421688261e-09,0.8,5.010757421688261e-09,-0.0002390311330349042
5.011512029380213e-09,0.8000196281680821,5.011512029380213e-09,1.798537488748426,5.011512029380213e-09,0.8,5.011512029380213e-09,-0.0004759453047538957
5.013021244764116e-09,0.8000196340477942,5.013021244764116e-09,1.797194194664291,5.013021244764116e-09,0.8,5.013021244764116e-09,-0.0008854179951640098
5.014461515522569e-09,0.8000196396588803,5.014461515522569e-09,1.795933870867712,5.014461515522569e-09,0.8,5.014461515522569e-09,-0.001215153089191596
5.015709045160602e-09,0.8000196445190543,5.015709045160602e-09,1.795134513442644,5.015709045160602e-09,0.8,5.015709045160602e-09,-0.001360227957005121
5.016952316900008e-09,0.8000196493626209,5.016952316900008e-09,1.794719132147659,5.016952316900008e-09,0.8,5.016952316900008e-09,-0.001349969818539211
5.018533043540697e-09,0.8000196555208244,5.018533043540697e-09,1.794943165158912,5.018533043540697e-09,0.8,5.018533043540697e-09,-0.001072002284144767
5.02e-09,0.8000196612357736,5.02e-09,1.79602010391471,5.02e-09,0.8,5.02e-09,-0.0005406355798148351
5.020128580393623e-09,0.8000196617366941,5.020128580393623e-09,1.796307956443993,5.020128580393623e-09,0.8,5.020128580393623e-09,-0.0004234699165691836
5.020269814792714e-09,0.8000196622869116,5.020269814792714e-09,1.796623905235557,5.020269814792714e-09,0.8,5.020269814792714e-09,-0.0002960470579736929
5.020485300329373e-09,0.8000196631263943,5.020485300329373e-09,1.797104561135435,5.020485300329373e-09,0.8,5.020485300329373e-09,-0.000105578283391912
5.020916271402692e-09,0.8000196648053579,5.020916271402692e-09,1.798061043652297,5.020916271402692e-09,0.8,5.020916271402692e-09,0.0002077700753212746
5.021778213549329e-09,0.8000196681632782,5.021778213549329e-09,1.799949202365687,5.021778213549329e-09,0.8,5.021778213549329e-09,0.000752827225668478
5.023082018895127e-09,0.8000196732425743,5.023082018895127e-09,1.802861520919916,5.023082018895127e-09,0.8,5.023082018895127e-09,0.001526021270793901
5.025155434570763e-09,0.8000196813200342,5.025155434570763e-09,1.807298852132427,5.025155434570763e-09,0.8,5.025155434570763e-09,0.002550489711401214
5.029239637376319e-09,0.800019697230814,5.029239637376319e-09,1.815395360312943,5.029239637376319e-09,0.8,5.029239637376319e-09,0.003982155131508716
5.033582558829105e-09,0.8000197141492532,5.033582558829105e-09,1.823107357839307,5.033582558829105e-09,0.8,5.033582558829105e-09,0.004845706921713081
5.037772544422231e-09,0.8000197304716874,5.037772544422231e-09,1.828390534560939,5.037772544422231e-09,0.8,5.037772544422231e-09,0.004879996815612781
5.041404337997805e-09,0.8000197446194617,5.041404337997805e-09,1.828315707453736,5.041404337997805e-09,0.8,5.041404337997805e-09,0.003684865346322345
5.045502399480924e-09,0.8000197605834006,5.045502399480924e-09,1.819659007348629,5.045502399480924e-09,0.8,5.045502399480924e-09,0.0004851766050601991
5.049712829353903e-09,0.8000197769848508,5.049712829353903e-09,1.799622806206902,5.049712829353903e-09,0.8,5.049712829353903e-09,-0.005719204264889869
5.054193247333681e-09,0.8000197944377785,5.054193247333681e-09,1.7659498028905,5.054193247333681e-09,0.8,5.054193247333681e-09,-0.01396439894379135
5.058091545782384e-09,0.8000198096229255,5.058091545782384e-09,1.72425385033491,5.058091545782384e-09,0.8,5.058091545782384e-09,-0.02259549746029111
5.063002784975074e-09,0.8000198287535373,5.063002784975074e-09,1.654931706580281,5.063002784975074e-09,0.8,5.063002784975074e-09,-0.03489697563714889
5.069200629477106e-09,0.8000198528953952,5.069200629477106e-09,1.545267677308141,5.069200629477106e-09,0.8,5.069200629477106e-09,-0.05094051668554828
5.0739416481244e-09,0.8000198713622967,5.0739416481244e-09,1.447829257897097,5.0739416481244e-09,0.8,5.0739416481244e-09,-0.06290908310498856
5.079163033364069e-09,0.8000198916999638,5.079163033364069e-09,1.330598954884108,5.079163033364069e-09,0.8,5.079163033364069e-09,-0.0753950038974282
5.084491386051303e-09,0.8000199124539236,5.084491386051303e-09,1.203740859644216,5.084491386051303e-09,0.8,5.084491386051303e-09,-0.08733408477063627
5.089858097114322e-09,0.8000199333569283,5.089858097114322e-09,1.071205139766862,5.089858097114322e-09,0.8,5.089858097114322e-09,-0.09885212695519387
5.095841855105487e-09,0.800019956662865,5.095841855105487e-09,0.9200966664014023,5.095841855105487e-09,0.8,5.095841855105487e-09,-0.1117157556696993
5.100560614841594e-09,0.8000199750414843,5.100560614841594e-09,0.7999655906094429,5.100560614841594e-09,0.8,5.100560614841594e-09,-0.1221190413508855
5.105315922458824e-09,0.800019993562166,5.105315922458824e-09,0.6798191297124786,5.105315922458824e-09,0.8,5.105315922458824e-09,-0.1328610194408387
5.110884712719763e-09,0.8000200152507874,5.110884712719763e-09,0.5436624015180472,5.110884712719763e-09,0.8,5.110884712719763e-09,-0.1453070226205586
5.11647073548297e-09,0.8000200370061297,5.11647073548297e-09,0.4174563934116471,5.11647073548297e-09,0.8,5.11647073548297e-09,-0.1568039984639916
5.121332483861441e-09,0.8000200559403892,5.121332483861441e-09,0.320529205363486,5.121332483861441e-09,0.8,5.121332483861441e-09,-0.166107030710495
5.12591331162678e-09,0.800020073780319,5.12591331162678e-09,0.242898760502296,5.12591331162678e-09,0.8,5.12591331162678e-09,-0.1741256331101596
5.130557713127322e-09,0.8000200918675636,5.130557713127322e-09,0.17841210985792,5.130557713127322e-09,0.8,5.130557713127322e-09,-0.1808697883579869
5.135694119177558e-09,0.8000201118705613,5.135694119177558e-09,0.1230865295270544,5.135694119177558e-09,0.8,5.135694119177558e-09,-0.1862499846849875
5.141664922279513e-09,0.8000201351225774,5.141664922279513e-09,0.07744835744077594,5.141664922279513e-09,0.8,5.141664922279513e-09,-0.1900860790554573
5.148288980891801e-09,0.800020160918027,5.148288980891801e-09,0.04539660351383565,5.148288980891801e-09,0.8,5.148288980891801e-09,-0.192338782776734
5.154134048471632e-09,0.8000201836794608,5.154134048471632e-09,0.02877869899625098,5.154134048471632e-09,0.8,5.154134048471632e-09,-0.1933091426769131
5.159716711016756e-09,0.8000202054186495,5.159716711016756e-09,0.01940245848171599,5.159716711016756e-09,0.8,5.159716711016756e-09,-0.193732073744011
5.165475659558377e-09,0.8000202278438886,5.165475659558377e-09,0.01363853159373802,5.165475659558377e-09,0.8,5.165475659558377e-09,-0.193871211381747
5.171875932228527e-09,0.8000202527659347,5.171875932228527e-09,0.00981669225360814,5.171875932228527e-09,0.8,5.171875932228527e-09,-0.1938204260075534
5.179494391633879e-09,0.8000202824307997,5.179494391633879e-09,0.007123029768642196,5.179494391633879e-09,0.8,5.179494391633879e-09,-0.1935956536907757
5.18899052918578e-09,0.8000203194059531,5.18899052918578e-09,0.005151153465582137,5.18899052918578e-09,0.8,5.18899052918578e-09,-0.193168096849538
5.199362961902237e-09,0.8000203597918183,5.199362961902237e-09,0.00384996984004366,5.199362961902237e-09,0.8,5.199362961902237e-09,-0.1925849948326764
5.210781473269943e-09,0.8000204042490713,5.210781473269943e-09,0.00288700860526159,5.210781473269943e-09,0.8,5.210781473269943e-09,-0.1918555737651416
5.223686172180417e-09,0.8000204544906786,5.223686172180417e-09,0.002128844655637053,5.223686172180417e-09,0.8,5.223686172180417e-09,-0.1909586602344092
5.238637510053282e-09,0.8000205126977339,5.238637510053282e-09,0.001706070818033701,5.238637510053282e-09,0.8,5.238637510053282e-09,-0.1898473964922974
5.256534115701071e-09,0.8000205823672022,5.256534115701071e-09,0.001480499318053735,5.256534115701071e-09,0.8,5.256534115701071e-09,-0.1884662785553293
5.278884751489929e-09,0.8000206693698586,5.278884751489929e-09,0.001326589611042558,5.278884751489929e-09,0.8,5.278884751489929e-09,-0.1867103199304263
5.305776306928356e-09,0.8000207740399682,5.305776306928356e-09,0.001196181992268567,5.305776306928356e-09,0.8,5.305776306928356e-09,-0.1845574964091197
5.33587657865759e-09,0.8000208911881197,5.33587657865759e-09,0.00108536350431516,5.33587657865759e-09,0.8,5.33587657865759e-09,-0.181865948725538
5.366847378747431e-09,0.8000210117118264,5.366847378747431e-09,0.001006950925506988,5.366847378747431e-09,0.8,5.366847378747431e-09,-0.1777880388403889
5.39547506674887e-09,0.8000211231059283,5.39547506674887e-09,0.000974277245216843,5.39547506674887e-09,0.8,5.39547506674887e-09,-0.1718802124293267
5.426069731644152e-09,0.8000212421417073,5.426069731644152e-09,0.0009776785397420599,5.426069731644152e-09,0.8,5.426069731644152e-09,-0.1630303381254631
5.463034865822077e-09,0.8000213859465426,5.463034865822077e-09,0.001022523518087401,5.463034865822077e-09,0.8,5.463034865822077e-09,-0.1473962688661351
5.481517432911039e-09,0.8000214578420461,5.481517432911039e-09,0.001057204515043331,5.481517432911039e-09,0.8,5.481517432911039e-09,-0.1369263483953313
5.500000000000001e-09,0.8000215297329195,5.500000000000001e-09,0.001091575351882054,5.500000000000001e-09,0.8,5.500000000000001e-09,-0.1241606126243395
