/outn X,/outn Y,/input X,/input Y,/reference X,/reference Y,/CLK X,/CLK Y,diff X,diff Y
5.120324533430011e-09,-0.1634962962222901,5.120324533430011e-09,0.9437254764333246,5.120324533430011e-09,0.4369059492859363,5.120324533430011e-09,0.3364249203564262,5.120324533430011e-09,0.5068195271473883
5.130726896114888e-09,-0.1787749705884457,5.130726896114888e-09,0.9466862885429729,5.130726896114888e-09,0.4404888296179644,5.130726896114888e-09,0.1774688695585889,5.130726896114888e-09,0.5061974589250084
5.141007913196444e-09,-0.1869227616959979,5.141007913196444e-09,0.9491972489991644,5.141007913196444e-09,0.4423959181603067,5.141007913196444e-09,0.08214761534603784,5.141007913196444e-09,0.5068013308388577
5.149551767567927e-09,-0.1895091362183021,5.149551767567927e-09,0.9501348796801834,5.149551767567927e-09,0.4430424766178923,5.149551767567927e-09,0.04378811512746048,5.149551767567927e-09,0.5070924030622912
5.159093191824837e-09,-0.1906734529751342,5.159093191824837e-09,0.9498185937865548,5.159093191824837e-09,0.4435900219581197,5.159093191824837e-09,0.02397024057500138,5.159093191824837e-09,0.5062285718284351
5.169348126224864e-09,-0.1910452702121639,5.169348126224864e-09,0.9490432803782223,5.169348126224864e-09,0.4440170562564275,5.169348126224864e-09,0.01421132769691662,5.169348126224864e-09,0.5050262241217948
5.181277075327652e-09,-0.1909791192634611,5.181277075327652e-09,0.9483049452600959,5.181277075327652e-09,0.444414067911841,5.181277075327652e-09,0.008703749656874728,5.181277075327652e-09,0.5038908773482549
5.196310874850955e-09,-0.1905844907962465,5.196310874850955e-09,0.9477055485616112,5.196310874850955e-09,0.4448525865034482,5.196310874850955e-09,0.005338225546956796,5.196310874850955e-09,0.502852962058163
5.213422180663378e-09,-0.1904341768022365,5.213422180663378e-09,0.9473375461109194,5.213422180663378e-09,0.4453387185632988,5.213422180663378e-09,0.003381411564073439,5.213422180663378e-09,0.5019988275476206
5.231680522785623e-09,-0.1938419493896385,5.231680522785623e-09,0.9471347086470828,5.231680522785623e-09,0.4457636833024908,5.231680522785623e-09,0.002381238521675219,5.231680522785623e-09,0.501371025344592
5.251910283504676e-09,-0.2000757640561467,5.251910283504676e-09,0.9470696196746421,5.251910283504676e-09,0.446195542521066,5.251910283504676e-09,0.001945242425705623,5.251910283504676e-09,0.500874077153576
5.281919678075373e-09,-0.1991020592836173,5.281919678075373e-09,0.947072571691843,5.281919678075373e-09,0.4467784965060037,5.281919678075373e-09,0.001818395888049116,5.281919678075373e-09,0.5002940751858393
5.312404523643426e-09,-0.1752395534936477,5.312404523643426e-09,0.9470953172835054,5.312404523643426e-09,0.447394973393338,5.312404523643426e-09,0.001756354708619735,5.312404523643426e-09,0.4997003438901674
5.338012532662774e-09,-0.1338662072749103,5.338012532662774e-09,0.947164525977372,5.338012532662774e-09,0.4480029388832797,5.338012532662774e-09,0.001624608397338538,5.338012532662774e-09,0.4991615870940923
5.368592912217474e-09,-0.05826461963194369,5.368592912217474e-09,0.9473481364699156,5.368592912217474e-09,0.448406998585108,5.368592912217474e-09,0.00155996015440865,5.368592912217474e-09,0.4989411378848076
5.393813991862238e-09,0.02359939212527962,5.393813991862238e-09,0.9474190892149762,5.393813991862238e-09,0.4486980697912582,5.393813991862238e-09,0.001288938372918339,5.393813991862238e-09,0.498721019423718
5.421780612395491e-09,0.1309337678880534,5.421780612395491e-09,0.9475041654345417,5.421780612395491e-09,0.4488468194490653,5.421780612395491e-09,0.001165830720932494,5.421780612395491e-09,0.4986573459854764
5.460720471551115e-09,0.2917420974403635,5.460720471551115e-09,0.9476017670926442,5.460720471551115e-09,0.449057808731137,5.460720471551115e-09,0.001048710017244179,5.460720471551115e-09,0.4985439583615072
5.500380418152403e-09,0.4367103887375964,5.500380418152403e-09,0.9477004819809204,5.500380418152403e-09,0.4491408990656655,5.500380418152403e-09,0.0008017176868691505,5.500380418152403e-09,0.4985595829152549
5.536470644165191e-09,0.5519128342392599,5.536470644165191e-09,0.9477812455875781,5.536470644165191e-09,0.4492077557334934,5.536470644165191e-09,0.0005698902019459615,5.536470644165191e-09,0.4985734898540847
5.578230047856753e-09,0.6755833491328025,5.578230047856753e-09,0.9478755018248508,5.578230047856753e-09,0.4491862686015471,5.578230047856753e-09,0.0004058268809432197,5.578230047856753e-09,0.4986892332233037
5.633722039261437e-09,0.8414879057672076,5.633722039261437e-09,0.9480185754754243,5.633722039261437e-09,0.4491891937785605,5.633722039261437e-09,0.0004042764116768451,5.633722039261437e-09,0.4988293816968638
5.679806329651681e-09,0.9840312003961853,5.679806329651681e-09,0.9481553799400593,5.679806329651681e-09,0.4491784554126476,5.679806329651681e-09,0.0004432237204069599,5.679806329651681e-09,0.4989769245274117
5.744308701582396e-09,1.173503228169592,5.744308701582396e-09,0.9483816861547532,5.744308701582396e-09,0.4492836493625653,5.744308701582396e-09,0.000443081687555124,5.744308701582396e-09,0.4990980367921878
5.812276224692674e-09,1.339576503762342,5.812276224692674e-09,0.9486403057914258,5.812276224692674e-09,0.44943659914212,5.812276224692674e-09,0.0004038658564298911,5.812276224692674e-09,0.4992037066493058
5.882926432870228e-09,1.46980266918562,5.882926432870228e-09,0.9489271916752974,5.882926432870228e-09,0.4496939123107352,5.882926432870228e-09,0.000364359281355788,5.882926432870228e-09,0.4992332793645621
5.998691560756427e-09,1.613063122498137,5.998691560756427e-09,0.9493895377494336,5.998691560756427e-09,0.4500674253640079,5.998691560756427e-09,0.0002965733211059304,5.998691560756427e-09,0.4993221123854257
6.1012846757747e-09,1.688784587758639,6.1012846757747e-09,0.949793400548942,6.1012846757747e-09,0.4503529799788352,6.1012846757747e-09,0.000236088174885324,6.1012846757747e-09,0.4994404205701068
6.212545904389457e-09,1.737465075798792,6.212545904389457e-09,0.9503323005996815,6.212545904389457e-09,0.4505222960968072,6.212545904389457e-09,0.0001527799771984953,6.212545904389457e-09,0.4998100045028744
6.328529578174015e-09,1.765298658186365,6.328529578174015e-09,0.9509788693486413,6.328529578174015e-09,0.4506598128969038,6.328529578174015e-09,7.762643030640432e-05,6.328529578174015e-09,0.5003190564517375
6.43264245453446e-09,1.779233052798465,6.43264245453446e-09,0.9511875522481892,6.43264245453446e-09,0.4507342079881399,6.43264245453446e-09,7.543678001278455e-05,6.43264245453446e-09,0.5004533442600493
6.554523211025739e-09,1.788703139367596,6.554523211025739e-09,0.9514030914123934,6.554523211025739e-09,0.4507962990900966,6.554523211025739e-09,8.929435666121271e-06,6.554523211025739e-09,0.5006067923222968
6.674718904402952e-09,1.793858865211317,6.674718904402952e-09,0.9514161950006523,6.674718904402952e-09,0.4508186974404826,6.674718904402952e-09,2.760778344723495e-05,6.674718904402952e-09,0.5005974975601697
6.829618503230727e-09,1.797273340757658,6.829618503230727e-09,0.9514926204630118,6.829618503230727e-09,0.4508435695656623,6.829618503230727e-09,-7.436346548696709e-06,6.829618503230727e-09,0.5006490508973495
7.034806132506756e-09,1.799134349096934,7.034806132506756e-09,0.9514608580377006,7.034806132506756e-09,0.4508461970270297,7.034806132506756e-09,1.143722376596034e-05,7.034806132506756e-09,0.500614661010671
7.315091549197374e-09,1.799852383561353,7.315091549197374e-09,0.9515034974404952,7.315091549197374e-09,0.4508561667276771,7.315091549197374e-09,-8.911523694360294e-06,7.315091549197374e-09,0.5006473307128181
7.715091549197374e-09,1.79999838711683,7.715091549197374e-09,0.951465205057237,7.715091549197374e-09,0.450850444382191,7.715091549197374e-09,8.279416701898661e-06,7.715091549197374e-09,0.500614760675046
8.115091549197374e-09,1.799991487474568,8.115091549197374e-09,0.9515038940484558,8.115091549197374e-09,0.4508570542236088,8.115091549197374e-09,-7.537831461050759e-06,8.115091549197374e-09,0.5006468398248469
8.515091549197374e-09,1.799993256057244,8.515091549197374e-09,0.951467856726845,8.515091549197374e-09,0.4508508344814683,8.515091549197374e-09,6.890517447221928e-06,8.515091549197374e-09,0.5006170222453767
8.915091549197374e-09,1.799991293012408,8.915091549197374e-09,0.9515043736704974,8.915091549197374e-09,0.4508573572878699,8.915091549197374e-09,-6.245181158749377e-06,8.915091549197374e-09,0.5006470163826275
9.315091549197375e-09,1.799993012451916,9.315091549197375e-09,0.9514703374576576,9.315091549197375e-09,0.4508512376589164,9.315091549197375e-09,5.693444147606112e-06,9.315091549197375e-09,0.5006190997987412
9.715091549197375e-09,1.799991387423673,9.715091549197375e-09,0.9515048292536272,9.715091549197375e-09,0.450857671480355,9.715091549197375e-09,-5.139796155810474e-06,9.715091549197375e-09,0.5006471577732723
1e-08,1.799992645783627,1e-08,0.9514728994817182,1e-08,0.4508516615640165,1e-08,4.490884580908478e-06,1e-08,0.5006212379177017
1.000327606200209e-08,1.800132823083606,1.000327606200209e-08,0.9515286192456548,1.000327606200209e-08,0.4508776632390324,1.000327606200209e-08,0.003589367380808922,1.000327606200209e-08,0.5006509560066223
1.000628865011053e-08,1.800144064707479,1.000628865011053e-08,0.9515105287244904,1.000628865011053e-08,0.4508614404556652,1.000628865011053e-08,0.004220484649607397,1.000628865011053e-08,0.5006490882688253
1.000829744854792e-08,1.799993958481036,1.000829744854792e-08,0.9514171072559341,1.000829744854792e-08,0.4508063504353418,1.000829744854792e-08,0.0008438073827752991,1.000829744854792e-08,0.5006107568205922
1.001e-08,1.799764675720119,1.001e-08,0.9513266456429798,1.001e-08,0.4507679020334335,1.001e-08,-0.004613596950949735,1.001e-08,0.5005587436095462
1.00102768777244e-08,1.799706223501854,1.00102768777244e-08,0.9513021981016159,1.00102768777244e-08,0.4507544425270978,1.00102768777244e-08,-0.006061154717442619,1.00102768777244e-08,0.5005477555745181
1.00108306331732e-08,1.799594684453404,1.00108306331732e-08,0.9512618661460168,1.00108306331732e-08,0.4507355370320283,1.00108306331732e-08,-0.008880749468384361,1.00108306331732e-08,0.5005263291139885
1.001133425817979e-08,1.799502129154062,1.001133425817979e-08,0.9512383128952385,1.001133425817979e-08,0.4507292458640381,1.001133425817979e-08,-0.01131306888203057,1.001133425817979e-08,0.5005090670312005
1.001234150819298e-08,1.799337378173597,1.001234150819298e-08,0.9512147339216696,1.001234150819298e-08,0.4507290956022998,1.001234150819298e-08,-0.01587368762193689,1.001234150819298e-08,0.5004856383193697
1.001435600821936e-08,1.799062183428022,1.001435600821936e-08,0.9512122473987354,1.001435600821936e-08,0.4507386465336395,1.001435600821936e-08,-0.02423909733138688,1.001435600821936e-08,0.500473600865096
1.001838500827212e-08,1.798614089397953,1.001838500827212e-08,0.9512427805905899,1.001838500827212e-08,0.4507434930449258,1.001838500827212e-08,-0.03987066054802785,1.001838500827212e-08,0.500499287545664
1.002205109006191e-08,1.798502785898086,1.002205109006191e-08,0.9513681805649922,1.002205109006191e-08,0.4507989018239438,1.002205109006191e-08,-0.04792833719594707,1.002205109006191e-08,0.5005692787410484
1.002840680708377e-08,1.799549495688963,1.002840680708377e-08,0.9517742568715025,1.002840680708377e-08,0.4509844754203569,1.002840680708377e-08,-0.02721458807991934,1.002840680708377e-08,0.5007897814511456
1.003423204875991e-08,1.802268334079472,1.003423204875991e-08,0.9523850703992055,1.003423204875991e-08,0.4512637641643577,1.003423204875991e-08,0.0443198435208042,1.003423204875991e-08,0.5011213062348479
1.003932758030601e-08,1.806485835192006,1.003932758030601e-08,0.9528446543635298,1.003932758030601e-08,0.4514764782302269,1.003932758030601e-08,0.142384095968938,1.003932758030601e-08,0.501368176133303
1.004489681775258e-08,1.814504689235949,1.004489681775258e-08,0.9531882362820461,1.004489681775258e-08,0.4516681157301619,1.004489681775258e-08,0.2623950528480667,1.004489681775258e-08,0.5015201205518842
1.004933992051572e-08,1.825940123416446,1.004933992051572e-08,0.9534320330547383,1.004933992051572e-08,0.4518469670334107,1.004933992051572e-08,0.350029693499153,1.004933992051572e-08,0.5015850660213277
1.005439112097595e-08,1.839803962487339,1.005439112097595e-08,0.9534737875134639,1.005439112097595e-08,0.451911410350799,1.005439112097595e-08,0.4382384085733791,1.005439112097595e-08,0.5015623771626649
1.006063217459862e-08,1.849107897509843,1.006063217459862e-08,0.9530455291991295,1.006063217459862e-08,0.4517820207771932,1.006063217459862e-08,0.5392787064538175,1.006063217459862e-08,0.5012635084219363
1.006887059851846e-08,1.839292166152867,1.006887059851846e-08,0.9517178171436684,1.006887059851846e-08,0.4512945394903793,1.006887059851846e-08,0.6661902002701496,1.006887059851846e-08,0.5004232776532891
1.007951764387067e-08,1.785149584057429,1.007951764387067e-08,0.9490643137336984,1.007951764387067e-08,0.4502437604748984,1.007951764387067e-08,0.8223995387585725,1.007951764387067e-08,0.4988205532587999
1.009386512721787e-08,1.63601356380259,1.009386512721787e-08,0.9449739342736915,1.009386512721787e-08,0.4480593631093552,1.009386512721787e-08,1.017913402542452,1.009386512721787e-08,0.4969145711643363
