/CLK X,/CLK Y,/out0 X,/out0 Y,/out1 X,/out1 Y,/out2 X,/out2 Y,/out3 X,/out3 Y,/out4 X,/out4 Y,/Vout X,/Vout Y,/Vin X,/Vin Y
1.800000000000001e-07,-8.623492430165095e-09,1.800000000000001e-07,1.8,1.800000000000001e-07,0,1.800000000000001e-07,0,1.800000000000001e-07,0,1.800000000000001e-07,0,1.800000000000001e-07,0.015625,1.800000000000001e-07,0.025
1.840000000000001e-07,1.79999494930013,1.840000000000001e-07,1.8,1.840000000000001e-07,0,1.840000000000001e-07,0,1.840000000000001e-07,0,1.840000000000001e-07,0,1.840000000000001e-07,0.015625,1.840000000000001e-07,0.0255555555555598
1.880000000000001e-07,3.346466375059333e-08,1.880000000000001e-07,1.8,1.880000000000001e-07,0,1.880000000000001e-07,0,1.880000000000001e-07,0,1.880000000000001e-07,0,1.880000000000001e-07,0.015625,1.880000000000001e-07,0.02611111111112147
1.920000000000001e-07,1.799989307311216,1.920000000000001e-07,1.8,1.920000000000001e-07,0,1.920000000000001e-07,0,1.920000000000001e-07,0,1.920000000000001e-07,0,1.920000000000001e-07,0.015625,1.920000000000001e-07,0.02666666666667388
1.960000000000001e-07,0.0002637274736565112,1.960000000000001e-07,1.8,1.960000000000001e-07,0,1.960000000000001e-07,0,1.960000000000001e-07,0,1.960000000000001e-07,0,1.960000000000001e-07,0.015625,1.960000000000001e-07,0.02722222222223105
2.000000000000001e-07,-9.21301602613357e-09,2.000000000000001e-07,1.8,2.000000000000001e-07,0,2.000000000000001e-07,0,2.000000000000001e-07,0,2.000000000000001e-07,0,2.000000000000001e-07,0.015625,2.000000000000001e-07,0.02777777777777778
2.040000000000002e-07,1.799995084415323,2.040000000000002e-07,1.8,2.040000000000002e-07,0,2.040000000000002e-07,0,2.040000000000002e-07,0,2.040000000000002e-07,0,2.040000000000002e-07,0.015625,2.040000000000002e-07,0.0283333333333386
2.080000000000002e-07,1.895322252718576e-08,2.080000000000002e-07,1.8,2.080000000000002e-07,0,2.080000000000002e-07,0,2.080000000000002e-07,0,2.080000000000002e-07,0,2.080000000000002e-07,0.015625,2.080000000000002e-07,0.02888888888889292
2.120000000000002e-07,1.799989246244377,2.120000000000002e-07,1.8,2.120000000000002e-07,0,2.120000000000002e-07,0,2.120000000000002e-07,0,2.120000000000002e-07,0,2.120000000000002e-07,0.015625,2.120000000000002e-07,0.02944444444445399
2.160000000000002e-07,0.0002797097466383556,2.160000000000002e-07,1.8,2.160000000000002e-07,0,2.160000000000002e-07,0,2.160000000000002e-07,0,2.160000000000002e-07,0,2.160000000000002e-07,0.015625,2.160000000000002e-07,0.03000000000000308
2.200000000000002e-07,-2.642046455792481e-08,2.200000000000002e-07,1.8,2.200000000000002e-07,0,2.200000000000002e-07,0,2.200000000000002e-07,0,2.200000000000002e-07,0,2.200000000000002e-07,0.015625,2.200000000000002e-07,0.03055555555555556
2.240000000000002e-07,1.799994956652215,2.240000000000002e-07,1.8,2.240000000000002e-07,0,2.240000000000002e-07,0,2.240000000000002e-07,0,2.240000000000002e-07,0,2.240000000000002e-07,0.015625,2.240000000000002e-07,0.03111111111111776
2.280000000000002e-07,5.364673457448157e-08,2.280000000000002e-07,1.8,2.280000000000002e-07,0,2.280000000000002e-07,0,2.280000000000002e-07,0,2.280000000000002e-07,0,2.280000000000002e-07,0.015625,2.280000000000002e-07,0.03166666666667119
2.320000000000002e-07,1.799990937298389,2.320000000000002e-07,1.8,2.320000000000002e-07,0,2.320000000000002e-07,0,2.320000000000002e-07,0,2.320000000000002e-07,0,2.320000000000002e-07,0.015625,2.320000000000002e-07,0.03222222222222392
2.360000000000002e-07,0.0001428709861979517,2.360000000000002e-07,1.8,2.360000000000002e-07,0,2.360000000000002e-07,0,2.360000000000002e-07,0,2.360000000000002e-07,0,2.360000000000002e-07,0.015625,2.360000000000002e-07,0.03277777777778357
2.400000000000002e-07,-8.397841590005997e-08,2.400000000000002e-07,1.8,2.400000000000002e-07,0,2.400000000000002e-07,0,2.400000000000002e-07,0,2.400000000000002e-07,0,2.400000000000002e-07,0.015625,2.400000000000002e-07,0.03333333333333333
2.440000000000002e-07,1.79999482354612,2.440000000000002e-07,1.8,2.440000000000002e-07,0,2.440000000000002e-07,0,2.440000000000002e-07,0,2.440000000000002e-07,0,2.440000000000002e-07,0.015625,2.440000000000002e-07,0.03388888888890022
2.480000000000002e-07,1.452668392770263e-08,2.480000000000002e-07,1.8,2.480000000000002e-07,0,2.480000000000002e-07,0,2.480000000000002e-07,0,2.480000000000002e-07,0,2.480000000000002e-07,0.015625,2.480000000000002e-07,0.03444444444445437
2.520000000000002e-07,1.799989194018884,2.520000000000002e-07,1.8,2.520000000000002e-07,0,2.520000000000002e-07,0,2.520000000000002e-07,0,2.520000000000002e-07,0,2.520000000000002e-07,0.015625,2.520000000000002e-07,0.03500000000000655
2.560000000000002e-07,0.0002938765251904979,2.560000000000002e-07,1.8,2.560000000000002e-07,0,2.560000000000002e-07,0,2.560000000000002e-07,0,2.560000000000002e-07,0,2.560000000000002e-07,0.015625,2.560000000000002e-07,0.03555555555556626
2.600000000000002e-07,-2.094224820228539e-08,2.600000000000002e-07,1.8,2.600000000000002e-07,0,2.600000000000002e-07,0,2.600000000000002e-07,0,2.600000000000002e-07,0,2.600000000000002e-07,0.015625,2.600000000000002e-07,0.03611111111111111
2.640000000000001e-07,1.799995112766303,2.640000000000001e-07,1.8,2.640000000000001e-07,0,2.640000000000001e-07,0,2.640000000000001e-07,0,2.640000000000001e-07,0,2.640000000000001e-07,0.015625,2.640000000000001e-07,0.03666666666666681
2.680000000000001e-07,2.846454282755801e-08,2.680000000000001e-07,1.8,2.680000000000001e-07,0,2.680000000000001e-07,0,2.680000000000001e-07,0,2.680000000000001e-07,0,2.680000000000001e-07,0.015625,2.680000000000001e-07,0.03722222222222412
2.720000000000001e-07,1.799989369529357,2.720000000000001e-07,1.8,2.720000000000001e-07,0,2.720000000000001e-07,0,2.720000000000001e-07,0,2.720000000000001e-07,0,2.720000000000001e-07,0.015625,2.720000000000001e-07,0.03777777777778545
2.760000000000001e-07,0.0002823707968656355,2.760000000000001e-07,1.8,2.760000000000001e-07,0,2.760000000000001e-07,0,2.760000000000001e-07,0,2.760000000000001e-07,0,2.760000000000001e-07,0.015625,2.760000000000001e-07,0.03833333333334186
2.800000000000001e-07,-3.295558742916524e-08,2.800000000000001e-07,1.8,2.800000000000001e-07,0,2.800000000000001e-07,0,2.800000000000001e-07,0,2.800000000000001e-07,0,2.800000000000001e-07,0.015625,2.800000000000001e-07,0.0388888888888889
2.840000000000001e-07,1.799994961203379,2.840000000000001e-07,0,2.840000000000001e-07,1.8,2.840000000000001e-07,0,2.840000000000001e-07,0,2.840000000000001e-07,0,2.840000000000001e-07,0.03125,2.840000000000001e-07,0.03944444444445313
2.88e-07,4.907888325357787e-08,2.88e-07,0,2.88e-07,1.8,2.88e-07,0,2.88e-07,0,2.88e-07,0,2.88e-07,0.03125,2.88e-07,0.04000000000000573
2.92e-07,1.799989396672659,2.92e-07,0,2.92e-07,1.8,2.92e-07,0,2.92e-07,0,2.92e-07,0,2.92e-07,0.03125,2.92e-07,0.0405555555555659
2.96e-07,-7.678377496045787e-05,2.96e-07,0,2.96e-07,1.8,2.96e-07,0,2.96e-07,0,2.96e-07,0,2.96e-07,0.03125,2.96e-07,0.04111111111112124
3e-07,7.955085443402367e-08,3e-07,0,3e-07,1.8,3e-07,0,3e-07,0,3e-07,0,3e-07,0.03125,3e-07,0.04166666666666667
3.04e-07,1.799995033062455,3.04e-07,0,3.04e-07,1.8,3.04e-07,0,3.04e-07,0,3.04e-07,0,3.04e-07,0.03125,3.04e-07,0.04222222222223126
3.08e-07,1.298756556997437e-10,3.08e-07,0,3.08e-07,1.8,3.08e-07,0,3.08e-07,0,3.08e-07,0,3.08e-07,0.03125,3.08e-07,0.04277777777778876
3.119999999999999e-07,1.799988850687686,3.119999999999999e-07,0,3.119999999999999e-07,1.8,3.119999999999999e-07,0,3.119999999999999e-07,0,3.119999999999999e-07,0,3.119999999999999e-07,0.03125,3.119999999999999e-07,0.04333333333333891
3.159999999999999e-07,0.0002213369159457729,3.159999999999999e-07,0,3.159999999999999e-07,1.8,3.159999999999999e-07,0,3.159999999999999e-07,0,3.159999999999999e-07,0,3.159999999999999e-07,0.03125,3.159999999999999e-07,0.04388888888889467
3.199999999999999e-07,-3.528009895667895e-08,3.199999999999999e-07,0,3.199999999999999e-07,1.8,3.199999999999999e-07,0,3.199999999999999e-07,0,3.199999999999999e-07,0,3.199999999999999e-07,0.03125,3.199999999999999e-07,0.04444444444444445
3.239999999999999e-07,1.799995007087297,3.239999999999999e-07,0,3.239999999999999e-07,1.8,3.239999999999999e-07,0,3.239999999999999e-07,0,3.239999999999999e-07,0,3.239999999999999e-07,0.03125,3.239999999999999e-07,0.04500000000001236
3.279999999999999e-07,1.196104030218711e-09,3.279999999999999e-07,0,3.279999999999999e-07,1.8,3.279999999999999e-07,0,3.279999999999999e-07,0,3.279999999999999e-07,0,3.279999999999999e-07,0.03125,3.279999999999999e-07,0.04555555555555632
3.319999999999998e-07,1.799989373380267,3.319999999999998e-07,0,3.319999999999998e-07,1.8,3.319999999999998e-07,0,3.319999999999998e-07,0,3.319999999999998e-07,0,3.319999999999998e-07,0.03125,3.319999999999998e-07,0.04611111111111421
3.359999999999998e-07,0.0002722086924484568,3.359999999999998e-07,0,3.359999999999998e-07,1.8,3.359999999999998e-07,0,3.359999999999998e-07,0,3.359999999999998e-07,0,3.359999999999998e-07,0.03125,3.359999999999998e-07,0.04666666666667201
3.399999999999998e-07,-6.060908839423628e-08,3.399999999999998e-07,0,3.399999999999998e-07,1.8,3.399999999999998e-07,0,3.399999999999998e-07,0,3.399999999999998e-07,0,3.399999999999998e-07,0.03125,3.399999999999998e-07,0.04722222222222223
3.439999999999998e-07,1.799995147007663,3.439999999999998e-07,0,3.439999999999998e-07,1.8,3.439999999999998e-07,0,3.439999999999998e-07,0,3.439999999999998e-07,0,3.439999999999998e-07,0.03125,3.439999999999998e-07,0.04777777777778758
3.479999999999998e-07,6.20776921988525e-08,3.479999999999998e-07,0,3.479999999999998e-07,1.8,3.479999999999998e-07,0,3.479999999999998e-07,0,3.479999999999998e-07,0,3.479999999999998e-07,0.03125,3.479999999999998e-07,0.04833333333334092
3.519999999999998e-07,1.799989610586423,3.519999999999998e-07,0,3.519999999999998e-07,1.8,3.519999999999998e-07,0,3.519999999999998e-07,0,3.519999999999998e-07,0,3.519999999999998e-07,0.03125,3.519999999999998e-07,0.04888888888890162
3.559999999999997e-07,0.0002723998547085775,3.559999999999997e-07,0,3.559999999999997e-07,1.8,3.559999999999997e-07,0,3.559999999999997e-07,0,3.559999999999997e-07,0,3.559999999999997e-07,0.03125,3.559999999999997e-07,0.04944444444444877
3.599999999999997e-07,7.086972644882191e-08,3.599999999999997e-07,0,3.599999999999997e-07,1.8,3.599999999999997e-07,0,3.599999999999997e-07,0,3.599999999999997e-07,0,3.599999999999997e-07,0.03125,3.599999999999997e-07,0.05
3.639999999999997e-07,1.799994993073424,3.639999999999997e-07,0,3.639999999999997e-07,1.8,3.639999999999997e-07,0,3.639999999999997e-07,0,3.639999999999997e-07,0,3.639999999999997e-07,0.03125,3.639999999999997e-07,0.05055555555555741
3.679999999999997e-07,2.668070719517718e-08,3.679999999999997e-07,0,3.679999999999997e-07,1.8,3.679999999999997e-07,0,3.679999999999997e-07,0,3.679999999999997e-07,0,3.679999999999997e-07,0.03125,3.679999999999997e-07,0.05111111111112182
3.719999999999997e-07,1.799991626587243,3.719999999999997e-07,0,3.719999999999997e-07,1.8,3.719999999999997e-07,0,3.719999999999997e-07,0,3.719999999999997e-07,0,3.719999999999997e-07,0.03125,3.719999999999997e-07,0.05166666666667896
3.759999999999997e-07,0.0001489724039329738,3.759999999999997e-07,0,3.759999999999997e-07,1.8,3.759999999999997e-07,0,3.759999999999997e-07,0,3.759999999999997e-07,0,3.759999999999997e-07,0.03125,3.759999999999997e-07,0.05222222222222747
3.799999999999996e-07,-8.97624367382615e-08,3.799999999999996e-07,0,3.799999999999996e-07,1.8,3.799999999999996e-07,0,3.799999999999996e-07,0,3.799999999999996e-07,0,3.799999999999996e-07,0.03125,3.799999999999996e-07,0.05277777777777778
3.839999999999996e-07,1.799994795474211,3.839999999999996e-07,0,3.839999999999996e-07,1.8,3.839999999999996e-07,0,3.839999999999996e-07,0,3.839999999999996e-07,0,3.839999999999996e-07,0.03125,3.839999999999996e-07,0.0533333333333411
3.879999999999996e-07,1.676656830258205e-08,3.879999999999996e-07,0,3.879999999999996e-07,1.8,3.879999999999996e-07,0,3.879999999999996e-07,0,3.879999999999996e-07,0,3.879999999999996e-07,0.03125,3.879999999999996e-07,0.05388888888889775
3.919999999999996e-07,1.799989310295043,3.919999999999996e-07,0,3.919999999999996e-07,1.8,3.919999999999996e-07,0,3.919999999999996e-07,0,3.919999999999996e-07,0,3.919999999999996e-07,0.03125,3.919999999999996e-07,0.05444444444445597
3.959999999999996e-07,0.0002811882939793527,3.959999999999996e-07,0,3.959999999999996e-07,1.8,3.959999999999996e-07,0,3.959999999999996e-07,0,3.959999999999996e-07,0,3.959999999999996e-07,0.03125,3.959999999999996e-07,0.05500000000000356
3.999999999999996e-07,-1.645929965390926e-08,3.999999999999996e-07,0,3.999999999999996e-07,1.8,3.999999999999996e-07,0,3.999999999999996e-07,0,3.999999999999996e-07,0,3.999999999999996e-07,0.03125,3.999999999999996e-07,0.05555555555555557
4.039999999999995e-07,1.79999507423818,4.039999999999995e-07,0,4.039999999999995e-07,1.8,4.039999999999995e-07,0,4.039999999999995e-07,0,4.039999999999995e-07,0,4.039999999999995e-07,0.03125,4.039999999999995e-07,0.05611111111111157
4.079999999999995e-07,6.927111765935967e-08,4.079999999999995e-07,0,4.079999999999995e-07,1.8,4.079999999999995e-07,0,4.079999999999995e-07,0,4.079999999999995e-07,0,4.079999999999995e-07,0.03125,4.079999999999995e-07,0.05666666666666934
4.119999999999995e-07,1.799989326060909,4.119999999999995e-07,0,4.119999999999995e-07,1.8,4.119999999999995e-07,0,4.119999999999995e-07,0,4.119999999999995e-07,0,4.119999999999995e-07,0.03125,4.119999999999995e-07,0.05722222222222607
4.159999999999995e-07,0.0002739509539440049,4.159999999999995e-07,0,4.159999999999995e-07,1.8,4.159999999999995e-07,0,4.159999999999995e-07,0,4.159999999999995e-07,0,4.159999999999995e-07,0.03125,4.159999999999995e-07,0.05777777777777934
4.199999999999995e-07,6.895706414184e-08,4.199999999999995e-07,0,4.199999999999995e-07,1.8,4.199999999999995e-07,0,4.199999999999995e-07,0,4.199999999999995e-07,0,4.199999999999995e-07,0.03125,4.199999999999995e-07,0.05833333333333333
4.239999999999995e-07,1.79999509732812,4.239999999999995e-07,0,4.239999999999995e-07,1.8,4.239999999999995e-07,0,4.239999999999995e-07,0,4.239999999999995e-07,0,4.239999999999995e-07,0.03125,4.239999999999995e-07,0.0588888888888929
4.279999999999994e-07,1.183871973913829e-08,4.279999999999994e-07,0,4.279999999999994e-07,1.8,4.279999999999994e-07,0,4.279999999999994e-07,0,4.279999999999994e-07,0,4.279999999999994e-07,0.03125,4.279999999999994e-07,0.05944444444445338
4.319999999999994e-07,1.799989565256683,4.319999999999994e-07,0,4.319999999999994e-07,1.8,4.319999999999994e-07,0,4.319999999999994e-07,0,4.319999999999994e-07,0,4.319999999999994e-07,0.03125,4.319999999999994e-07,0.0600000000000029
4.359999999999994e-07,-1.118396616260515e-05,4.359999999999994e-07,0,4.359999999999994e-07,1.8,4.359999999999994e-07,0,4.359999999999994e-07,0,4.359999999999994e-07,0,4.359999999999994e-07,0.03125,4.359999999999994e-07,0.06055555555556018
4.399999999999994e-07,8.00573269115401e-08,4.399999999999994e-07,0,4.399999999999994e-07,1.8,4.399999999999994e-07,0,4.399999999999994e-07,0,4.399999999999994e-07,0,4.399999999999994e-07,0.03125,4.399999999999994e-07,0.06111111111111112
4.439999999999994e-07,1.799995193913474,4.439999999999994e-07,0,4.439999999999994e-07,1.8,4.439999999999994e-07,0,4.439999999999994e-07,0,4.439999999999994e-07,0,4.439999999999994e-07,0.03125,4.439999999999994e-07,0.06166666666666954
4.479999999999994e-07,2.110610797887086e-09,4.479999999999994e-07,0,4.479999999999994e-07,1.8,4.479999999999994e-07,0,4.479999999999994e-07,0,4.479999999999994e-07,0,4.479999999999994e-07,0.03125,4.479999999999994e-07,0.06222222222223441
4.519999999999993e-07,1.799988855295138,4.519999999999993e-07,0,4.519999999999993e-07,1.8,4.519999999999993e-07,0,4.519999999999993e-07,0,4.519999999999993e-07,0,4.519999999999993e-07,0.03125,4.519999999999993e-07,0.06277777777778125
4.559999999999993e-07,0.0002545153034209813,4.559999999999993e-07,0,4.559999999999993e-07,1.8,4.559999999999993e-07,0,4.559999999999993e-07,0,4.559999999999993e-07,0,4.559999999999993e-07,0.03125,4.559999999999993e-07,0.06333333333333606
4.599999999999993e-07,-5.378844949514639e-08,4.599999999999993e-07,0,4.599999999999993e-07,1.8,4.599999999999993e-07,0,4.599999999999993e-07,0,4.599999999999993e-07,0,4.599999999999993e-07,0.03125,4.599999999999993e-07,0.0638888888888889
4.639999999999993e-07,1.799995032684373,4.639999999999993e-07,0,4.639999999999993e-07,1.8,4.639999999999993e-07,0,4.639999999999993e-07,0,4.639999999999993e-07,0,4.639999999999993e-07,0.03125,4.639999999999993e-07,0.06444444444444725
4.679999999999993e-07,2.223070245838694e-08,4.679999999999993e-07,0,4.679999999999993e-07,1.8,4.679999999999993e-07,0,4.679999999999993e-07,0,4.679999999999993e-07,0,4.679999999999993e-07,0.03125,4.679999999999993e-07,0.06500000000000912
4.719999999999993e-07,1.799989570207056,4.719999999999993e-07,0,4.719999999999993e-07,1.8,4.719999999999993e-07,0,4.719999999999993e-07,0,4.719999999999993e-07,0,4.719999999999993e-07,0.03125,4.719999999999993e-07,0.06555555555556482
4.759999999999992e-07,0.0002687691943070783,4.759999999999992e-07,0,4.759999999999992e-07,1.8,4.759999999999992e-07,0,4.759999999999992e-07,0,4.759999999999992e-07,0,4.759999999999992e-07,0.03125,4.759999999999992e-07,0.06611111111111437
4.799999999999992e-07,-7.488593868119982e-08,4.799999999999992e-07,0,4.799999999999992e-07,1.8,4.799999999999992e-07,0,4.799999999999992e-07,0,4.799999999999992e-07,0,4.799999999999992e-07,0.03125,4.799999999999992e-07,0.06666666666666667
