out0X,out0Y,out1X,out1Y,out2X,out2Y,out3X,out3Y,out4X,out4Y,SAR_out_analogX,SAR_out_analogY,SW_inpX,SW_inpY,VinX,VinY
1.4526e-07,1,1.4526e-07,0,1.4526e-07,0,1.4526e-07,1,1.4526e-07,1,1.4526e-07,0.39062,1.4526e-07,1,1.4526e-07,0.44935
1.4541e-07,1,1.4541e-07,0,1.4541e-07,0,1.4541e-07,1,1.4541e-07,1,1.4541e-07,0.39062,1.4541e-07,1,1.4541e-07,0.44932
1.5001e-07,1,1.5001e-07,0,1.5001e-07,0,1.5001e-07,1,1.5001e-07,1,1.5001e-07,0.39062,1.5001e-07,1,1.5001e-07,0.44803
1.5004e-07,1,1.5004e-07,0,1.5004e-07,0,1.5004e-07,1,1.5004e-07,1,1.5004e-07,0.39062,1.5004e-07,1,1.5004e-07,0.44802
1.5007e-07,1,1.5007e-07,0,1.5007e-07,0,1.5007e-07,1,1.5007e-07,1,1.5007e-07,0.39062,1.5007e-07,1,1.5007e-07,0.448
1.5022e-07,1,1.5022e-07,0,1.5022e-07,0,1.5022e-07,1,1.5022e-07,1,1.5022e-07,0.39062,1.5022e-07,1,1.5022e-07,0.44795
1.5074e-07,1,1.5074e-07,0,1.5074e-07,0,1.5074e-07,1,1.5074e-07,1,1.5074e-07,0.39062,1.5074e-07,0,1.5074e-07,0.44776
1.5502e-07,1,1.5502e-07,0,1.5502e-07,0,1.5502e-07,1,1.5502e-07,1,1.5502e-07,0.39062,1.5502e-07,0,1.5502e-07,0.44585
1.5507e-07,1,1.5507e-07,0,1.5507e-07,0,1.5507e-07,1,1.5507e-07,1,1.5507e-07,0.39062,1.5507e-07,0,1.5507e-07,0.44583
1.5512e-07,1,1.5512e-07,0,1.5512e-07,0,1.5512e-07,1,1.5512e-07,1,1.5512e-07,0.39062,1.5512e-07,0,1.5512e-07,0.4458
1.5518e-07,1,1.5518e-07,0,1.5518e-07,0,1.5518e-07,1,1.5518e-07,1,1.5518e-07,0.39062,1.5518e-07,0,1.5518e-07,0.44577
1.5525e-07,1,1.5525e-07,0,1.5525e-07,0,1.5525e-07,1,1.5525e-07,1,1.5525e-07,0.39062,1.5525e-07,0,1.5525e-07,0.44573
1.5525e-07,1,1.5525e-07,0,1.5525e-07,0,1.5525e-07,1,1.5525e-07,1,1.5525e-07,0.39062,1.5525e-07,0,1.5525e-07,0.44573
1.5525e-07,1,1.5525e-07,0,1.5525e-07,0,1.5525e-07,1,1.5525e-07,1,1.5525e-07,0.39062,1.5525e-07,0,1.5525e-07,0.44573
1.5529e-07,1,1.5529e-07,0,1.5529e-07,0,1.5529e-07,1,1.5529e-07,1,1.5529e-07,0.39062,1.5529e-07,0,1.5529e-07,0.44571
1.5552e-07,1,1.5552e-07,0,1.5552e-07,0,1.5552e-07,1,1.5552e-07,1,1.5552e-07,0.39062,1.5552e-07,0,1.5552e-07,0.44559
1.6001e-07,1,1.6001e-07,0,1.6001e-07,0,1.6001e-07,1,1.6001e-07,1,1.6001e-07,0.39062,1.6001e-07,0,1.6001e-07,0.4429
1.6004e-07,1,1.6004e-07,0,1.6004e-07,0,1.6004e-07,1,1.6004e-07,1,1.6004e-07,0.39062,1.6004e-07,0,1.6004e-07,0.44288
1.6008e-07,1,1.6008e-07,0,1.6008e-07,0,1.6008e-07,1,1.6008e-07,1,1.6008e-07,0.39062,1.6008e-07,0,1.6008e-07,0.44285
1.6232e-07,1,1.6232e-07,0,1.6232e-07,0,1.6232e-07,1,1.6232e-07,1,1.6232e-07,0.39062,1.6232e-07,0,1.6232e-07,0.44127
1.6503e-07,1,1.6503e-07,0,1.6503e-07,0,1.6503e-07,1,1.6503e-07,1,1.6503e-07,0.39062,1.6503e-07,0,1.6503e-07,0.43915
1.6508e-07,1,1.6508e-07,0,1.6508e-07,0,1.6508e-07,1,1.6508e-07,1,1.6508e-07,0.39062,1.6508e-07,0,1.6508e-07,0.43912
1.6514e-07,1,1.6514e-07,0,1.6514e-07,0,1.6514e-07,1,1.6514e-07,1,1.6514e-07,0.39062,1.6514e-07,0,1.6514e-07,0.43906
1.6521e-07,1,1.6521e-07,0,1.6521e-07,0,1.6521e-07,1,1.6521e-07,1,1.6521e-07,0.39062,1.6521e-07,0,1.6521e-07,0.439
1.6528e-07,1,1.6528e-07,0,1.6528e-07,0,1.6528e-07,1,1.6528e-07,1,1.6528e-07,0.39062,1.6528e-07,0,1.6528e-07,0.43895
1.659e-07,1,1.659e-07,0,1.659e-07,0,1.659e-07,1,1.659e-07,1,1.659e-07,0.39062,1.659e-07,0,1.659e-07,0.43842
1.7001e-07,1,1.7001e-07,0,1.7001e-07,0,1.7001e-07,1,1.7001e-07,1,1.7001e-07,0.39062,1.7001e-07,0,1.7001e-07,0.43467
1.7005e-07,1,1.7005e-07,0,1.7005e-07,0,1.7005e-07,1,1.7005e-07,1,1.7005e-07,0.39062,1.7005e-07,0,1.7005e-07,0.43463
1.7014e-07,1,1.7014e-07,0,1.7014e-07,0,1.7014e-07,1,1.7014e-07,1,1.7014e-07,0.39062,1.7014e-07,0,1.7014e-07,0.43455
1.7502e-07,1,1.7502e-07,0,1.7502e-07,0,1.7502e-07,1,1.7502e-07,1,1.7502e-07,0.39062,1.7502e-07,0,1.7502e-07,0.42942
1.7505e-07,1,1.7505e-07,0,1.7505e-07,0,1.7505e-07,1,1.7505e-07,1,1.7505e-07,0.39062,1.7505e-07,0,1.7505e-07,0.42938
1.7509e-07,1,1.7509e-07,0,1.7509e-07,0,1.7509e-07,1,1.7509e-07,1,1.7509e-07,0.39062,1.7509e-07,0,1.7509e-07,0.42934
1.7518e-07,1,1.7518e-07,0,1.7518e-07,0,1.7518e-07,1,1.7518e-07,1,1.7518e-07,0.39062,1.7518e-07,0,1.7518e-07,0.42923
1.7523e-07,1,1.7523e-07,0,1.7523e-07,0,1.7523e-07,1,1.7523e-07,1,1.7523e-07,0.39062,1.7523e-07,0,1.7523e-07,0.42918
1.7529e-07,1,1.7529e-07,0,1.7529e-07,0,1.7529e-07,1,1.7529e-07,1,1.7529e-07,0.39062,1.7529e-07,0,1.7529e-07,0.42911
1.784e-07,1,1.784e-07,0,1.784e-07,0,1.784e-07,1,1.784e-07,1,1.784e-07,0.39062,1.784e-07,0,1.784e-07,0.42545
1.8003e-07,1,1.8003e-07,0,1.8003e-07,0,1.8003e-07,1,1.8003e-07,1,1.8003e-07,0.39062,1.8003e-07,0,1.8003e-07,0.42343
1.8007e-07,1,1.8007e-07,0,1.8007e-07,0,1.8007e-07,1,1.8007e-07,1,1.8007e-07,0.39062,1.8007e-07,0,1.8007e-07,0.42338
1.8038e-07,1,1.8038e-07,0,1.8038e-07,0,1.8038e-07,1,1.8038e-07,1,1.8038e-07,0.39062,1.8038e-07,0,1.8038e-07,0.42297
1.8502e-07,1,1.8502e-07,0,1.8502e-07,0,1.8502e-07,1,1.8502e-07,1,1.8502e-07,0.39062,1.8502e-07,0,1.8502e-07,0.41674
1.8507e-07,1,1.8507e-07,0,1.8507e-07,0,1.8507e-07,1,1.8507e-07,1,1.8507e-07,0.39062,1.8507e-07,0,1.8507e-07,0.41667
1.8511e-07,1,1.8511e-07,0,1.8511e-07,0,1.8511e-07,1,1.8511e-07,1,1.8511e-07,0.39062,1.8511e-07,0,1.8511e-07,0.41662
1.8519e-07,1,1.8519e-07,0,1.8519e-07,0,1.8519e-07,1,1.8519e-07,1,1.8519e-07,0.39062,1.8519e-07,0,1.8519e-07,0.4165
1.8524e-07,1,1.8524e-07,0,1.8524e-07,0,1.8524e-07,1,1.8524e-07,1,1.8524e-07,0.39062,1.8524e-07,0,1.8524e-07,0.41643
1.8532e-07,1,1.8532e-07,0,1.8532e-07,0,1.8532e-07,1,1.8532e-07,1,1.8532e-07,0.39062,1.8532e-07,0,1.8532e-07,0.41631
1.9001e-07,1,1.9001e-07,0,1.9001e-07,0,1.9001e-07,1,1.9001e-07,1,1.9001e-07,0.39062,1.9001e-07,0,1.9001e-07,0.40937
1.9004e-07,1,1.9004e-07,0,1.9004e-07,0,1.9004e-07,1,1.9004e-07,1,1.9004e-07,0.39062,1.9004e-07,0,1.9004e-07,0.40932
1.9008e-07,1,1.9008e-07,0,1.9008e-07,0,1.9008e-07,1,1.9008e-07,1,1.9008e-07,0.39062,1.9008e-07,0,1.9008e-07,0.40925
1.9232e-07,1,1.9232e-07,0,1.9232e-07,0,1.9232e-07,1,1.9232e-07,1,1.9232e-07,0.39062,1.9232e-07,0,1.9232e-07,0.40573
1.9503e-07,1,1.9503e-07,0,1.9503e-07,0,1.9503e-07,1,1.9503e-07,1,1.9503e-07,0.39062,1.9503e-07,0,1.9503e-07,0.40127
1.9508e-07,1,1.9508e-07,0,1.9508e-07,0,1.9508e-07,1,1.9508e-07,1,1.9508e-07,0.39062,1.9508e-07,0,1.9508e-07,0.4012
1.9514e-07,1,1.9514e-07,0,1.9514e-07,0,1.9514e-07,1,1.9514e-07,1,1.9514e-07,0.39062,1.9514e-07,0,1.9514e-07,0.40109
1.952e-07,1,1.952e-07,0,1.952e-07,0,1.952e-07,1,1.952e-07,1,1.952e-07,0.39062,1.952e-07,0,1.952e-07,0.40099
1.9525e-07,1,1.9525e-07,0,1.9525e-07,0,1.9525e-07,1,1.9525e-07,1,1.9525e-07,0.39062,1.9525e-07,0,1.9525e-07,0.40091
1.9527e-07,1,1.9527e-07,0,1.9527e-07,0,1.9527e-07,1,1.9527e-07,1,1.9527e-07,0.39062,1.9527e-07,0,1.9527e-07,0.40087
1.9539e-07,1,1.9539e-07,0,1.9539e-07,0,1.9539e-07,1,1.9539e-07,1,1.9539e-07,0.39062,1.9539e-07,0,1.9539e-07,0.40068
2.0001e-07,1,2.0001e-07,0,2.0001e-07,0,2.0001e-07,1,2.0001e-07,1,2.0001e-07,0.39062,2.0001e-07,0,2.0001e-07,0.39262
2.0003e-07,1,2.0003e-07,0,2.0003e-07,0,2.0003e-07,1,2.0003e-07,1,2.0003e-07,0.39062,2.0003e-07,0,2.0003e-07,0.39257
2.0008e-07,1,2.0008e-07,0,2.0008e-07,0,2.0008e-07,1,2.0008e-07,1,2.0008e-07,0.39062,2.0008e-07,0,2.0008e-07,0.39249
2.0121e-07,1,2.0121e-07,0,2.0121e-07,0,2.0121e-07,1,2.0121e-07,1,2.0121e-07,0.39062,2.0121e-07,0,2.0121e-07,0.39042
2.0503e-07,1,2.0503e-07,0,2.0503e-07,0,2.0503e-07,1,2.0503e-07,1,2.0503e-07,0.39062,2.0503e-07,0,2.0503e-07,0.38326
2.0507e-07,1,2.0507e-07,0,2.0507e-07,0,2.0507e-07,1,2.0507e-07,1,2.0507e-07,0.39062,2.0507e-07,0,2.0507e-07,0.38317
2.0513e-07,1,2.0513e-07,0,2.0513e-07,1,2.0513e-07,1,2.0513e-07,1,2.0513e-07,0.39062,2.0513e-07,0,2.0513e-07,0.38306
2.0538e-07,1,2.0538e-07,0,2.0538e-07,1,2.0538e-07,1,2.0538e-07,1,2.0538e-07,0.45312,2.0538e-07,0,2.0538e-07,0.38258
2.1001e-07,1,2.1001e-07,0,2.1001e-07,1,2.1001e-07,1,2.1001e-07,1,2.1001e-07,0.45312,2.1001e-07,0,2.1001e-07,0.37339
2.1005e-07,1,2.1005e-07,0,2.1005e-07,1,2.1005e-07,1,2.1005e-07,1,2.1005e-07,0.45312,2.1005e-07,0,2.1005e-07,0.37332
2.101e-07,1,2.101e-07,0,2.101e-07,1,2.101e-07,1,2.101e-07,1,2.101e-07,0.45312,2.101e-07,0,2.101e-07,0.3732
2.1501e-07,1,2.1501e-07,0,2.1501e-07,1,2.1501e-07,1,2.1501e-07,1,2.1501e-07,0.45312,2.1501e-07,0,2.1501e-07,0.36294
2.1504e-07,1,2.1504e-07,0,2.1504e-07,1,2.1504e-07,1,2.1504e-07,1,2.1504e-07,0.45312,2.1504e-07,0,2.1504e-07,0.36286
2.1508e-07,1,2.1508e-07,0,2.1508e-07,1,2.1508e-07,1,2.1508e-07,1,2.1508e-07,0.45312,2.1508e-07,0,2.1508e-07,0.36278
2.1517e-07,1,2.1517e-07,0,2.1517e-07,1,2.1517e-07,1,2.1517e-07,1,2.1517e-07,0.45312,2.1517e-07,1,2.1517e-07,0.3626
2.152e-07,1,2.152e-07,0,2.152e-07,1,2.152e-07,1,2.152e-07,1,2.152e-07,0.45312,2.152e-07,1,2.152e-07,0.36253
2.1525e-07,1,2.1525e-07,0,2.1525e-07,1,2.1525e-07,1,2.1525e-07,1,2.1525e-07,0.45312,2.1525e-07,1,2.1525e-07,0.36243
2.1534e-07,1,2.1534e-07,0,2.1534e-07,1,2.1534e-07,1,2.1534e-07,1,2.1534e-07,0.45312,2.1534e-07,1,2.1534e-07,0.36223
2.2e-07,1,2.2e-07,0,2.2e-07,1,2.2e-07,1,2.2e-07,1,2.2e-07,0.45312,2.2e-07,1,2.2e-07,0.35198
2.2003e-07,1,2.2003e-07,0,2.2003e-07,1,2.2003e-07,1,2.2003e-07,1,2.2003e-07,0.45312,2.2003e-07,1,2.2003e-07,0.35192
2.2006e-07,1,2.2006e-07,0,2.2006e-07,1,2.2006e-07,1,2.2006e-07,1,2.2006e-07,0.45312,2.2006e-07,1,2.2006e-07,0.35185
2.2018e-07,1,2.2018e-07,0,2.2018e-07,1,2.2018e-07,1,2.2018e-07,1,2.2018e-07,0.45312,2.2018e-07,1,2.2018e-07,0.35159
2.204e-07,1,2.204e-07,0,2.204e-07,1,2.204e-07,1,2.204e-07,1,2.204e-07,0.45312,2.204e-07,0,2.204e-07,0.35108
2.2502e-07,1,2.2502e-07,0,2.2502e-07,1,2.2502e-07,1,2.2502e-07,1,2.2502e-07,0.45312,2.2502e-07,0,2.2502e-07,0.34047
2.2506e-07,1,2.2506e-07,0,2.2506e-07,1,2.2506e-07,1,2.2506e-07,1,2.2506e-07,0.45312,2.2506e-07,0,2.2506e-07,0.34037
2.251e-07,1,2.251e-07,0,2.251e-07,1,2.251e-07,1,2.251e-07,1,2.251e-07,0.45312,2.251e-07,0,2.251e-07,0.34029
2.2518e-07,1,2.2518e-07,0,2.2518e-07,1,2.2518e-07,1,2.2518e-07,1,2.2518e-07,0.45312,2.2518e-07,0,2.2518e-07,0.34011
2.252e-07,1,2.252e-07,0,2.252e-07,1,2.252e-07,1,2.252e-07,1,2.252e-07,0.45312,2.252e-07,0,2.252e-07,0.34004
2.2525e-07,1,2.2525e-07,0,2.2525e-07,1,2.2525e-07,1,2.2525e-07,1,2.2525e-07,0.45312,2.2525e-07,0,2.2525e-07,0.33994
2.2525e-07,1,2.2525e-07,0,2.2525e-07,1,2.2525e-07,1,2.2525e-07,1,2.2525e-07,0.45312,2.2525e-07,0,2.2525e-07,0.33994
2.2526e-07,1,2.2526e-07,0,2.2526e-07,1,2.2526e-07,1,2.2526e-07,1,2.2526e-07,0.45312,2.2526e-07,0,2.2526e-07,0.33992
2.2534e-07,1,2.2534e-07,0,2.2534e-07,1,2.2534e-07,1,2.2534e-07,1,2.2534e-07,0.45312,2.2534e-07,0,2.2534e-07,0.33974
2.2614e-07,1,2.2614e-07,0,2.2614e-07,1,2.2614e-07,1,2.2614e-07,1,2.2614e-07,0.45312,2.2614e-07,0,2.2614e-07,0.33785
2.3001e-07,1,2.3001e-07,0,2.3001e-07,1,2.3001e-07,1,2.3001e-07,1,2.3001e-07,0.45312,2.3001e-07,0,2.3001e-07,0.32858
2.3005e-07,1,2.3005e-07,0,2.3005e-07,1,2.3005e-07,1,2.3005e-07,1,2.3005e-07,0.45312,2.3005e-07,0,2.3005e-07,0.32848
2.3014e-07,1,2.3014e-07,0,2.3014e-07,1,2.3014e-07,1,2.3014e-07,1,2.3014e-07,0.45312,2.3014e-07,0,2.3014e-07,0.32827
2.3502e-07,1,2.3502e-07,0,2.3502e-07,1,2.3502e-07,1,2.3502e-07,1,2.3502e-07,0.45312,2.3502e-07,0,2.3502e-07,0.31624
2.3505e-07,1,2.3505e-07,0,2.3505e-07,1,2.3505e-07,1,2.3505e-07,1,2.3505e-07,0.45312,2.3505e-07,0,2.3505e-07,0.31615
2.3509e-07,1,2.3509e-07,0,2.3509e-07,1,2.3509e-07,1,2.3509e-07,1,2.3509e-07,0.45312,2.3509e-07,0,2.3509e-07,0.31607
2.3518e-07,1,2.3518e-07,0,2.3518e-07,1,2.3518e-07,1,2.3518e-07,1,2.3518e-07,0.45312,2.3518e-07,0,2.3518e-07,0.31583
2.3524e-07,1,2.3524e-07,0,2.3524e-07,1,2.3524e-07,1,2.3524e-07,1,2.3524e-07,0.45312,2.3524e-07,0,2.3524e-07,0.31569
2.3532e-07,1,2.3532e-07,0,2.3532e-07,1,2.3532e-07,1,2.3532e-07,1,2.3532e-07,0.45312,2.3532e-07,0,2.3532e-07,0.31548
2.4e-07,1,2.4e-07,0,2.4e-07,1,2.4e-07,1,2.4e-07,1,2.4e-07,0.45312,2.4e-07,0,2.4e-07,0.30359
2.4003e-07,1,2.4003e-07,0,2.4003e-07,1,2.4003e-07,1,2.4003e-07,1,2.4003e-07,0.45312,2.4003e-07,0,2.4003e-07,0.30352
2.4007e-07,1,2.4007e-07,0,2.4007e-07,1,2.4007e-07,1,2.4007e-07,1,2.4007e-07,0.45312,2.4007e-07,0,2.4007e-07,0.30341
2.4066e-07,1,2.4066e-07,0,2.4066e-07,1,2.4066e-07,1,2.4066e-07,1,2.4066e-07,0.45312,2.4066e-07,0,2.4066e-07,0.30189
2.4502e-07,1,2.4502e-07,0,2.4502e-07,1,2.4502e-07,1,2.4502e-07,1,2.4502e-07,0.45312,2.4502e-07,0,2.4502e-07,0.29051
2.4507e-07,1,2.4507e-07,0,2.4507e-07,1,2.4507e-07,1,2.4507e-07,1,2.4507e-07,0.45312,2.4507e-07,0,2.4507e-07,0.29039
2.4512e-07,1,2.4512e-07,0,2.4512e-07,1,2.4512e-07,1,2.4512e-07,1,2.4512e-07,0.45312,2.4512e-07,0,2.4512e-07,0.29026
2.452e-07,1,2.452e-07,0,2.452e-07,1,2.452e-07,1,2.452e-07,1,2.452e-07,0.45312,2.452e-07,0,2.452e-07,0.29004
2.4525e-07,1,2.4525e-07,0,2.4525e-07,1,2.4525e-07,1,2.4525e-07,1,2.4525e-07,0.45312,2.4525e-07,0,2.4525e-07,0.28992
2.4525e-07,1,2.4525e-07,0,2.4525e-07,1,2.4525e-07,1,2.4525e-07,1,2.4525e-07,0.45312,2.4525e-07,0,2.4525e-07,0.28991
2.4525e-07,1,2.4525e-07,0,2.4525e-07,1,2.4525e-07,1,2.4525e-07,1,2.4525e-07,0.45312,2.4525e-07,0,2.4525e-07,0.2899
2.4529e-07,1,2.4529e-07,0,2.4529e-07,1,2.4529e-07,1,2.4529e-07,1,2.4529e-07,0.45312,2.4529e-07,0,2.4529e-07,0.28979
2.456e-07,1,2.456e-07,0,2.456e-07,1,2.456e-07,1,2.456e-07,1,2.456e-07,0.45312,2.456e-07,0,2.456e-07,0.28899
2.5001e-07,1,2.5001e-07,0,2.5001e-07,1,2.5001e-07,1,2.5001e-07,1,2.5001e-07,0.45312,2.5001e-07,0,2.5001e-07,0.27723
2.5004e-07,1,2.5004e-07,0,2.5004e-07,1,2.5004e-07,1,2.5004e-07,1,2.5004e-07,0.45312,2.5004e-07,0,2.5004e-07,0.27714
2.5009e-07,1,2.5009e-07,0,2.5009e-07,1,2.5009e-07,1,2.5009e-07,1,2.5009e-07,0.45312,2.5009e-07,0,2.5009e-07,0.27701
2.5366e-07,1,2.5366e-07,0,2.5366e-07,1,2.5366e-07,1,2.5366e-07,1,2.5366e-07,0.45312,2.5366e-07,0,2.5366e-07,0.26734
2.5504e-07,1,2.5504e-07,0,2.5504e-07,1,2.5504e-07,1,2.5504e-07,1,2.5504e-07,0.45312,2.5504e-07,0,2.5504e-07,0.26359
2.5508e-07,1,2.5508e-07,0,2.5508e-07,1,2.5508e-07,1,2.5508e-07,1,2.5508e-07,0.45312,2.5508e-07,0,2.5508e-07,0.26348
2.5516e-07,1,2.5516e-07,0,2.5516e-07,1,2.5516e-07,1,2.5516e-07,1,2.5516e-07,0.45312,2.5516e-07,0,2.5516e-07,0.26326
2.5521e-07,1,2.5521e-07,0,2.5521e-07,1,2.5521e-07,1,2.5521e-07,1,2.5521e-07,0.45312,2.5521e-07,0,2.5521e-07,0.26311
2.5527e-07,1,2.5527e-07,0,2.5527e-07,1,2.5527e-07,1,2.5527e-07,1,2.5527e-07,0.45312,2.5527e-07,0,2.5527e-07,0.26296
2.5563e-07,1,2.5563e-07,0,2.5563e-07,1,2.5563e-07,1,2.5563e-07,1,2.5563e-07,0.45312,2.5563e-07,0,2.5563e-07,0.26196
2.6001e-07,1,2.6001e-07,0,2.6001e-07,1,2.6001e-07,1,2.6001e-07,1,2.6001e-07,0.45312,2.6001e-07,0,2.6001e-07,0.2499
2.6005e-07,1,2.6005e-07,0,2.6005e-07,1,2.6005e-07,1,2.6005e-07,1,2.6005e-07,0.45312,2.6005e-07,0,2.6005e-07,0.2498
2.601e-07,1,2.601e-07,0,2.601e-07,1,2.601e-07,1,2.601e-07,1,2.601e-07,0.45312,2.601e-07,0,2.601e-07,0.24964
2.6501e-07,1,2.6501e-07,0,2.6501e-07,1,2.6501e-07,1,2.6501e-07,1,2.6501e-07,0.45312,2.6501e-07,0,2.6501e-07,0.23597
2.6504e-07,1,2.6504e-07,0,2.6504e-07,1,2.6504e-07,1,2.6504e-07,1,2.6504e-07,0.45312,2.6504e-07,0,2.6504e-07,0.23588
2.6508e-07,1,2.6508e-07,0,2.6508e-07,1,2.6508e-07,1,2.6508e-07,1,2.6508e-07,0.45312,2.6508e-07,0,2.6508e-07,0.23578
2.6517e-07,1,2.6517e-07,0,2.6517e-07,1,2.6517e-07,1,2.6517e-07,1,2.6517e-07,0.45312,2.6517e-07,0,2.6517e-07,0.23553
2.6522e-07,1,2.6522e-07,0,2.6522e-07,1,2.6522e-07,1,2.6522e-07,1,2.6522e-07,0.45312,2.6522e-07,0,2.6522e-07,0.23539
2.6527e-07,1,2.6527e-07,0,2.6527e-07,1,2.6527e-07,1,2.6527e-07,1,2.6527e-07,0.45312,2.6527e-07,0,2.6527e-07,0.23524
2.6576e-07,1,2.6576e-07,0,2.6576e-07,1,2.6576e-07,1,2.6576e-07,1,2.6576e-07,0.45312,2.6576e-07,0,2.6576e-07,0.23387
2.7001e-07,1,2.7001e-07,0,2.7001e-07,1,2.7001e-07,1,2.7001e-07,1,2.7001e-07,0.45312,2.7001e-07,0,2.7001e-07,0.22193
2.7005e-07,1,2.7005e-07,0,2.7005e-07,1,2.7005e-07,1,2.7005e-07,1,2.7005e-07,0.45312,2.7005e-07,0,2.7005e-07,0.22182
2.7012e-07,1,2.7012e-07,0,2.7012e-07,1,2.7012e-07,1,2.7012e-07,1,2.7012e-07,0.45312,2.7012e-07,0,2.7012e-07,0.22163
2.7502e-07,1,2.7502e-07,0,2.7502e-07,1,2.7502e-07,1,2.7502e-07,1,2.7502e-07,0.45312,2.7502e-07,0,2.7502e-07,0.20781
2.7505e-07,1,2.7505e-07,0,2.7505e-07,1,2.7505e-07,1,2.7505e-07,1,2.7505e-07,0.45312,2.7505e-07,0,2.7505e-07,0.20771
2.7508e-07,1,2.7508e-07,1,2.7508e-07,1,2.7508e-07,1,2.7508e-07,1,2.7508e-07,0.45312,2.7508e-07,0,2.7508e-07,0.20762
2.752e-07,1,2.752e-07,1,2.752e-07,1,2.752e-07,1,2.752e-07,1,2.752e-07,0.45312,2.752e-07,0,2.752e-07,0.20728
2.7525e-07,1,2.7525e-07,1,2.7525e-07,1,2.7525e-07,1,2.7525e-07,1,2.7525e-07,0.45312,2.7525e-07,0,2.7525e-07,0.20715
2.7525e-07,1,2.7525e-07,1,2.7525e-07,1,2.7525e-07,1,2.7525e-07,1,2.7525e-07,0.45312,2.7525e-07,0,2.7525e-07,0.20715
2.7527e-07,0,2.7527e-07,1,2.7527e-07,1,2.7527e-07,0,2.7527e-07,1,2.7527e-07,0.45312,2.7527e-07,0,2.7527e-07,0.2071
2.7532e-07,0,2.7532e-07,1,2.7532e-07,1,2.7532e-07,0,2.7532e-07,1,2.7532e-07,0.40949,2.7532e-07,0,2.7532e-07,0.20695
2.7604e-07,0,2.7604e-07,1,2.7604e-07,1,2.7604e-07,0,2.7604e-07,1,2.7604e-07,0.34375,2.7604e-07,0,2.7604e-07,0.20491
2.8001e-07,0,2.8001e-07,1,2.8001e-07,1,2.8001e-07,0,2.8001e-07,1,2.8001e-07,0.34375,2.8001e-07,0,2.8001e-07,0.19368
2.8005e-07,0,2.8005e-07,1,2.8005e-07,1,2.8005e-07,0,2.8005e-07,1,2.8005e-07,0.34375,2.8005e-07,0,2.8005e-07,0.19357
2.8014e-07,0,2.8014e-07,1,2.8014e-07,1,2.8014e-07,0,2.8014e-07,1,2.8014e-07,0.34375,2.8014e-07,0,2.8014e-07,0.19332
2.8502e-07,0,2.8502e-07,1,2.8502e-07,1,2.8502e-07,0,2.8502e-07,1,2.8502e-07,0.34375,2.8502e-07,0,2.8502e-07,0.17955
2.8505e-07,0,2.8505e-07,1,2.8505e-07,1,2.8505e-07,0,2.8505e-07,1,2.8505e-07,0.34375,2.8505e-07,0,2.8505e-07,0.17945
2.8509e-07,0,2.8509e-07,1,2.8509e-07,1,2.8509e-07,0,2.8509e-07,1,2.8509e-07,0.34375,2.8509e-07,1,2.8509e-07,0.17936
2.8517e-07,0,2.8517e-07,1,2.8517e-07,1,2.8517e-07,0,2.8517e-07,1,2.8517e-07,0.34375,2.8517e-07,1,2.8517e-07,0.17911
2.8519e-07,0,2.8519e-07,1,2.8519e-07,1,2.8519e-07,0,2.8519e-07,1,2.8519e-07,0.34375,2.8519e-07,1,2.8519e-07,0.17907
2.8524e-07,0,2.8524e-07,1,2.8524e-07,1,2.8524e-07,0,2.8524e-07,1,2.8524e-07,0.34375,2.8524e-07,1,2.8524e-07,0.17894
2.8532e-07,0,2.8532e-07,1,2.8532e-07,1,2.8532e-07,0,2.8532e-07,1,2.8532e-07,0.34375,2.8532e-07,1,2.8532e-07,0.17871
2.8726e-07,0,2.8726e-07,1,2.8726e-07,1,2.8726e-07,0,2.8726e-07,1,2.8726e-07,0.34375,2.8726e-07,1,2.8726e-07,0.17325
2.9002e-07,0,2.9002e-07,1,2.9002e-07,1,2.9002e-07,0,2.9002e-07,1,2.9002e-07,0.34375,2.9002e-07,1,2.9002e-07,0.16551
2.9005e-07,0,2.9005e-07,1,2.9005e-07,1,2.9005e-07,0,2.9005e-07,1,2.9005e-07,0.34375,2.9005e-07,1,2.9005e-07,0.16542
2.9012e-07,0,2.9012e-07,1,2.9012e-07,1,2.9012e-07,0,2.9012e-07,1,2.9012e-07,0.34375,2.9012e-07,1,2.9012e-07,0.16523
2.9029e-07,0,2.9029e-07,1,2.9029e-07,1,2.9029e-07,0,2.9029e-07,1,2.9029e-07,0.34375,2.9029e-07,0,2.9029e-07,0.16474
2.9502e-07,0,2.9502e-07,1,2.9502e-07,1,2.9502e-07,0,2.9502e-07,1,2.9502e-07,0.34375,2.9502e-07,0,2.9502e-07,0.15157
2.9505e-07,0,2.9505e-07,1,2.9505e-07,1,2.9505e-07,0,2.9505e-07,1,2.9505e-07,0.34375,2.9505e-07,0,2.9505e-07,0.15147
2.9508e-07,0,2.9508e-07,1,2.9508e-07,1,2.9508e-07,0,2.9508e-07,1,2.9508e-07,0.34375,2.9508e-07,0,2.9508e-07,0.15138
2.9517e-07,0,2.9517e-07,1,2.9517e-07,1,2.9517e-07,0,2.9517e-07,1,2.9517e-07,0.34375,2.9517e-07,0,2.9517e-07,0.15115
2.9518e-07,0,2.9518e-07,1,2.9518e-07,1,2.9518e-07,0,2.9518e-07,1,2.9518e-07,0.34375,2.9518e-07,0,2.9518e-07,0.1511
