/input X,/input Y,/reference X,/reference Y,/CLK X,/CLK Y,/outn X,/outn Y
1.522236402912036e-08,0.7933287355336718,1.522236402912036e-08,0.7,1.522236402912036e-08,0.002508217921550947,1.522236402912036e-08,-0.190820153164309
1.524669284606141e-08,0.7934705293011053,1.524669284606141e-08,0.7,1.524669284606141e-08,0.001889254190739577,1.524669284606141e-08,-0.1889185974494083
1.527772060622712e-08,0.7936513152914098,1.527772060622712e-08,0.7,1.527772060622712e-08,0.001525298238797243,1.527772060622712e-08,-0.1868894434753773
1.531450485864808e-08,0.7938655682055398,1.531450485864808e-08,0.7,1.531450485864808e-08,0.001302276322839124,1.531450485864808e-08,-0.1879275784010104
1.535349729697931e-08,0.7940925952832206,1.535349729697931e-08,0.7,1.535349729697931e-08,0.001233476779057618,1.535349729697931e-08,-0.1877978886546589
1.541015326394595e-08,0.7944223042629692,1.541015326394595e-08,0.7,1.541015326394595e-08,0.001315749235443874,1.541015326394595e-08,-0.160204688101219
1.546058991613191e-08,0.7947156589313265,1.546058991613191e-08,0.7,1.546058991613191e-08,0.001390085296380383,1.546058991613191e-08,-0.09742511939416307
1.552937713705814e-08,0.7951155005836278,1.552937713705814e-08,0.7,1.552937713705814e-08,0.00116961962449833,1.552937713705814e-08,0.06450296517780897
1.560016389283296e-08,0.7955266681876904,1.560016389283296e-08,0.7,1.560016389283296e-08,0.001043021711997944,1.560016389283296e-08,0.3000893428974575
1.564428568040358e-08,0.7957827984163797,1.564428568040358e-08,0.7,1.564428568040358e-08,0.0008313362186867866,1.564428568040358e-08,0.4361305229205696
1.568921014606472e-08,0.7960434672345382,1.568921014606472e-08,0.7,1.568921014606472e-08,0.0004574549084648642,1.568921014606472e-08,0.5542179092472348
1.573177111052306e-08,0.796290309181715,1.573177111052306e-08,0.7,1.573177111052306e-08,0.0002475918097214704,1.573177111052306e-08,0.6530195445760182
1.576989954537002e-08,0.7965113501168,1.576989954537002e-08,0.7,1.576989954537002e-08,0.0002313043740317331,1.576989954537002e-08,0.7392779826539374
